Pathway,q_value,p_value,cliffs_delta,delta_median(label1 - label0),median_label0,median_label1,n_label0,n_label1,effect_size_magnitude,direction
RSV-host interactions,3.850645530878953e-07,2.815093338501585e-08,0.7077702702702702,0.0336136369775028,-0.0026815769075329,0.030932060069969902,24,148,large,higher_in_label1(disease)
Tat-mediated HIV elongation arrest and recovery,4.181355630483201e-07,3.275213287584753e-08,0.7043918918918919,0.19210786527829787,-0.19192269167234968,0.0001851736059482,24,148,large,higher_in_label1(disease)
Glucagon-type ligand receptors,4.181355630483201e-07,3.275213287584753e-08,0.7043918918918919,0.025377659697629222,-0.0043727595077823,0.021004900189846923,24,148,large,higher_in_label1(disease)
RHO GTPases activate PAKs,7.363694244690575e-07,5.9601702763814056e-08,0.6908783783783783,0.06957621077066498,-0.06958809100170085,-1.1880231035874098e-05,24,148,large,higher_in_label1(disease)
Degradation of DVL,7.49482418092563e-07,6.261994093723764e-08,0.6897522522522523,0.0046557161752497,-0.0012171679560190251,0.003438548219230675,24,148,large,higher_in_label1(disease)
VEGFA-VEGFR2 Pathway,1.0248324778236973e-06,8.830149286731595e-08,-0.6818693693693694,-0.04969538226826141,0.04959741680878385,-9.796545947755715e-05,24,148,large,higher_in_label0(control)
Defective GALNT12 causes CRCS1,1.2996543721299125e-06,1.1537401736923505e-07,-0.6756756756756757,-0.07155266541535724,0.07111340255985163,-0.0004392628555056,24,148,large,higher_in_label0(control)
CaM pathway,1.4949529098215578e-06,1.3661449567559928e-07,-0.6717342342342343,-0.04006305650990672,0.03992148675298202,-0.0001415697569247,24,148,large,higher_in_label0(control)
Bacterial Infection Pathways,3.41551396444196e-06,3.210404770754845e-07,0.6514639639639639,0.2942788594001396,-0.29374768818335206,0.0005311712167875499,24,148,large,higher_in_label1(disease)
SARS-CoV-2 activates/modulates innate and adaptive immune responses,6.3504012642669676e-06,6.134852396289237e-07,0.6356981981981982,0.004169209726244234,-0.0041148427378223,5.436698842193398e-05,24,148,large,higher_in_label1(disease)
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,6.621723537051271e-06,6.569856250860269e-07,0.6340090090090089,0.01807618296261615,-0.0030890270845045998,0.01498715587811155,24,148,large,higher_in_label1(disease)
Induction of Cell-Cell Fusion,6.752794392841313e-06,6.87621361150943e-07,0.632882882882883,0.05647814477762893,-0.056198502120829955,0.000279642656798975,24,148,large,higher_in_label1(disease)
Degradation of GLI1 by the proteasome,8.24218281947014e-06,8.823224428153414e-07,-0.6266891891891893,-0.07131542636025907,0.07119675180066522,-0.00011867455959385,24,148,large,higher_in_label0(control)
Signaling by FGFR in disease,8.24218281947014e-06,8.823224428153414e-07,-0.6266891891891893,-0.04005176992999204,0.0400531490994282,1.3791694361566094e-06,24,148,large,higher_in_label0(control)
MTOR signalling,1.2310250740469299e-05,1.3499491673621686e-06,-0.615990990990991,-0.2143892945122436,0.21388716997263418,-0.0005021245396094,24,148,large,higher_in_label0(control)
Uptake and actions of bacterial toxins,1.435249957340635e-05,1.6113772367009741e-06,0.6114864864864864,0.01697012894028915,-0.0031481771705928,0.01382195176969635,24,148,large,higher_in_label1(disease)
NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,1.4984360050604415e-05,1.7214408413227005e-06,0.6097972972972974,0.04660681461415235,-0.0035366515062748,0.04307016310787755,24,148,large,higher_in_label1(disease)
Downregulation of ERBB2 signaling,2.3156938342849656e-05,2.720789100334816e-06,0.597972972972973,0.013803294498722,-0.0007355541224481001,0.0130677403762739,24,148,large,higher_in_label1(disease)
Erythropoietin activates Phosphoinositide-3-kinase (PI3K),2.691050813728406e-05,3.232071473407485e-06,0.5934684684684686,0.0028436899161098502,-0.002344262884967,0.00049942703114285,24,148,large,higher_in_label1(disease)
Effects of PIP2 hydrolysis,3.192208641369891e-05,3.917331753117098e-06,0.5884009009009008,0.06506090547113003,-0.0650523978100408,8.507661089235253e-06,24,148,large,higher_in_label1(disease)
The role of Nef in HIV-1 replication and disease pathogenesis,3.784474733733063e-05,4.8417561867603155e-06,-0.5827702702702703,-0.07460491557352891,0.07464344805932299,3.85324857940787e-05,24,148,large,higher_in_label0(control)
NOTCH1 Intracellular Domain Regulates Transcription,3.784474733733063e-05,4.8417561867603155e-06,0.5827702702702702,0.1446939436581939,-0.1446862761959818,7.667462212127072e-06,24,148,large,higher_in_label1(disease)
IRS-related events triggered by IGF1R,3.8732554434678576e-05,5.157598632294014e-06,-0.5810810810810811,-0.015967487179253698,0.0158525081578145,-0.0001149790214392,24,148,large,higher_in_label0(control)
Signaling by WNT in cancer,3.8732554434678576e-05,5.157598632294014e-06,0.5810810810810811,0.01678572993454356,-0.016838658202078926,-5.292826753536527e-05,24,148,large,higher_in_label1(disease)
Eicosanoid ligand-binding receptors,4.49230984803941e-05,6.099219637024787e-06,0.5765765765765767,0.0008490585478848627,-0.0008406202311172001,8.438316767662591e-06,24,148,large,higher_in_label1(disease)
FGFR2 alternative splicing,5.539643846370832e-05,7.665825688189401e-06,0.570382882882883,0.0077510203627474,-0.00067075663410305,0.0070802637286443496,24,148,large,higher_in_label1(disease)
Disassembly of the destruction complex and recruitment of AXIN to the membrane,6.281041874167941e-05,8.855777054962633e-06,0.5664414414414414,0.0011979224912535822,-0.0011890453678670499,8.877123386532255e-06,24,148,large,higher_in_label1(disease)
MET promotes cell motility,6.29481118819432e-05,9.039546092707247e-06,0.5658783783783783,0.033620059065642346,-0.03377523826319705,-0.0001551791975547,24,148,large,higher_in_label1(disease)
Beta-catenin phosphorylation cascade,6.310578521390318e-05,9.226955540414042e-06,0.5653153153153154,0.0016307703800094548,-0.001553289101910175,7.748127809927986e-05,24,148,large,higher_in_label1(disease)
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),6.592784765218676e-05,9.811716230221006e-06,-0.5636261261261262,-0.0007941429438270167,0.0008313385026718001,3.719555884478333e-05,24,148,large,higher_in_label0(control)
Degradation of AXIN,8.439386150528478e-05,1.2780271455108401e-05,0.5563063063063063,0.006377001777964426,-0.0014637691791511,0.004913232598813325,24,148,large,higher_in_label1(disease)
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),9.552785752123511e-05,1.4715779618153711e-05,0.5523648648648649,0.021143421614680226,-0.002302771603626,0.018840650011054227,24,148,large,higher_in_label1(disease)
Hedgehog 'on' state,9.812446824546357e-05,1.5628179015596024e-05,0.5506756756756757,0.02970277993836645,-0.0017258910925698001,0.02797688884579665,24,148,large,higher_in_label1(disease)
Formation of the beta-catenin:TCF transactivating complex,9.812446824546357e-05,1.5628179015596024e-05,0.5506756756756757,0.02438961287538265,-0.004134997790543025,0.020254615084839625,24,148,large,higher_in_label1(disease)
Prolonged ERK activation events,9.849349963187596e-05,1.5944117433880703e-05,0.5501126126126126,0.021471514167194648,-0.00221398683756385,0.0192575273296308,24,148,large,higher_in_label1(disease)
Downstream signaling of activated FGFR2,9.888779359900924e-05,1.626613837268298e-05,-0.5495495495495495,-0.005413901760796778,0.005407904758438151,-5.997002358627213e-06,24,148,large,higher_in_label0(control)
Signaling by ALK in cancer,0.00010175905016620218,1.7269812691392013e-05,0.5478603603603605,0.23208605938822344,-0.23171756577287,0.000368493615353425,24,148,large,higher_in_label1(disease)
Extra-nuclear estrogen signaling,0.00010175905016620218,1.7269812691392013e-05,-0.5478603603603603,-0.03352187445968855,0.03340773486804428,-0.00011413959164427596,24,148,large,higher_in_label0(control)
Diseases of mitotic cell cycle,0.0001296515915151032,2.234204971278541e-05,-0.5405405405405406,-0.12642265410913842,0.12614726770019777,-0.00027538640894065,24,148,large,higher_in_label0(control)
Insulin receptor recycling,0.00013025453581879125,2.2786041513992204e-05,0.5399774774774775,0.023845508997535823,-0.002875343107748025,0.020970165889787798,24,148,large,higher_in_label1(disease)
MAPK6/MAPK4 signaling,0.00014721516428213742,2.6137418201528312e-05,0.5360360360360361,0.0084698290346128,-0.0004692808929996,0.0080005481416132,24,148,large,higher_in_label1(disease)
Activation of RAC1,0.00015085723057089008,2.7177934489272626e-05,-0.5349099099099099,-0.0013632165152420558,0.0013969596759046002,3.3743160662544445e-05,24,148,large,higher_in_label0(control)
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,0.00015461032349049027,2.825776147345775e-05,-0.5337837837837838,-0.0072619456836877,0.0071286513952557,-0.000133294288432,24,148,large,higher_in_label0(control)
Pausing and recovery of HIV elongation,0.0001679730070525856,3.113859921862553e-05,0.5309684684684686,0.11413463685635353,-0.11411797353772593,1.6663318627593524e-05,24,148,large,higher_in_label1(disease)
Budding and maturation of HIV virion,0.0001755354454014982,3.2998830467122375e-05,0.5292792792792793,0.018255561088122672,-0.0007717260164084251,0.01748383507171425,24,148,large,higher_in_label1(disease)
Signaling by NOTCH4,0.0001765054306030346,3.364202724287605e-05,-0.5287162162162162,-0.023177591955387388,0.023090775711244377,-8.681624414301146e-05,24,148,large,higher_in_label0(control)
CTNNB1 S45 mutants aren't phosphorylated,0.0001992083474943916,3.8489341291344595e-05,-0.5247747747747749,-0.03155906978388863,0.03153264499087015,-2.6424793018480577e-05,24,148,large,higher_in_label0(control)
Leishmania parasite growth and survival,0.00022898201694439733,4.483982055046945e-05,0.5202702702702702,0.00481653664612405,-0.000520354381187475,0.004296182264936575,24,148,large,higher_in_label1(disease)
Negative regulation of FGFR3 signaling,0.0003055916610725809,6.063959854181762e-05,-0.5112612612612613,-0.001104977293119712,9.091677186418676e-05,-0.001014060521255525,24,148,large,higher_in_label0(control)
Host Interactions of HIV factors,0.00033928315429041975,6.909683037768339e-05,0.5073198198198199,0.0938663296101915,-0.0937150020710695,0.000151327539122,24,148,large,higher_in_label1(disease)
Signaling by ERBB2,0.00033928315429041975,6.909683037768339e-05,0.5073198198198199,0.015972512982801373,-0.0009909564785011249,0.01498155650430025,24,148,large,higher_in_label1(disease)
NOTCH3 Activation and Transmission of Signal to the Nucleus,0.000367526472522288,7.580833245237795e-05,0.5045045045045045,0.015245611186916525,-0.0025872147671157,0.012658396419800825,24,148,large,higher_in_label1(disease)
Signaling by EGFR,0.0004129037176882037,8.624620735001643e-05,-0.5005630630630631,-0.04594625319921566,0.045720754331907004,-0.00022549886730865,24,148,large,higher_in_label0(control)
CTNNB1 T41 mutants aren't phosphorylated,0.00042304608097973724,8.946927561190265e-05,0.4994369369369369,0.001681071736134175,-0.00195635171349885,-0.000275279977364675,24,148,large,higher_in_label1(disease)
Signaling by FGFR,0.00046630156451171284,9.983479971269047e-05,0.4960585585585586,0.007929637657773901,-0.002866641633698175,0.005062996024075725,24,148,large,higher_in_label1(disease)
Defective homologous recombination repair (HRR) due to PALB2 loss of function,0.00046914712749362297,0.00010166895974404884,-0.49549549549549554,-0.0016641760643627528,0.0016683637756937748,4.187711331022038e-06,24,148,large,higher_in_label0(control)
"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",0.0005168649116676149,0.00011335940621430718,0.49211711711711703,0.00448661169069155,-0.0012721098102711,0.00321450188042045,24,148,large,higher_in_label1(disease)
Constitutive Signaling by AKT1 E17K in Cancer,0.0005392164584023007,0.00011966944899267771,0.490427927927928,0.03954058134739617,-0.0036377596388923,0.035902821708503875,24,148,large,higher_in_label1(disease)
Impaired BRCA2 binding to RAD51,0.0006649202364265583,0.00015103932263475344,0.4831081081081081,0.022347530664033426,-0.00313022922047305,0.019217301443560375,24,148,large,higher_in_label1(disease)
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",0.0006649202364265583,0.00015103932263475344,0.4831081081081081,0.00029824894282004814,-0.00028446560118475,1.3783341635298163e-05,24,148,large,higher_in_label1(disease)
HIV Transcription Initiation,0.0008126951843801577,0.00018672891964870465,0.4763513513513513,0.002732239219155675,-0.00098767171808895,0.001744567501066725,24,148,large,higher_in_label1(disease)
NGF-stimulated transcription,0.000940484092335423,0.0002185459117959599,-0.47128378378378377,-0.006167605393059355,0.0061484044679926,-1.9200925066754758e-05,24,148,medium,higher_in_label0(control)
MAP2K and MAPK activation,0.0010320278071515353,0.00024251306173273676,-0.4679054054054054,-0.016829219191947277,0.016668784452044852,-0.00016043473990242502,24,148,medium,higher_in_label0(control)
STAT3 nuclear events downstream of ALK signaling,0.001074930332967562,0.0002554012018278019,0.46621621621621623,0.0060565963091852495,-0.0013506934672917249,0.004705902841893525,24,148,medium,higher_in_label1(disease)
RHO GTPases activate PKNs,0.0011461933427866801,0.0002783184879351469,-0.4634009009009009,-0.0054189080620457,0.0027332302692877,-0.002685677792758,24,148,medium,higher_in_label0(control)
Viral mRNA Translation,0.0011461933427866801,0.0002783184879351469,0.4634009009009008,0.0003629073763560182,-0.000362049886678925,8.574896770932394e-07,24,148,medium,higher_in_label1(disease)
Parasite infection,0.0011937356229423852,0.00029297950014773943,0.46171171171171177,0.008986021792582476,-0.0041669221650285256,0.00481909962755395,24,148,medium,higher_in_label1(disease)
Cell recruitment (pro-inflammatory response),0.0012221816109193023,0.00030315209670322117,0.4605855855855856,0.0073854792168368995,-0.0034981311469318996,0.003887348069905,24,148,medium,higher_in_label1(disease)
Diseases of DNA repair,0.001457280851597505,0.00036527144060929625,0.4543918918918919,0.0097391040671876,-0.0024439701834403,0.0072951338837473,24,148,medium,higher_in_label1(disease)
Activated NOTCH1 Transmits Signal to the Nucleus,0.0015686283314426338,0.00039727662702333024,-0.45157657657657657,-0.010844400871577231,0.01081937050657685,-2.503036500038046e-05,24,148,medium,higher_in_label0(control)
Transport of Ribonucleoproteins into the Host Nucleus,0.0015788364714500625,0.0004039842668462301,-0.4510135135135135,-0.00020482799297500483,0.00010625079096595,-9.857720200905484e-05,24,148,medium,higher_in_label0(control)
RAC3 GTPase cycle,0.0016819006742228811,0.00043913855723835024,-0.44819819819819817,-0.001104250256455325,0.000364482782244775,-0.0007397674742105501,24,148,medium,higher_in_label0(control)
RHOU GTPase cycle,0.0016819006742228811,0.00043913855723835024,0.44819819819819817,0.0079607441480432,-0.00175977744121175,0.00620096670683145,24,148,medium,higher_in_label1(disease)
CTNNB1 S37 mutants aren't phosphorylated,0.002030636295316067,0.0005354941666499288,0.4414414414414414,0.0017059789717169499,-0.00216542127003735,-0.00045944229832039997,24,148,medium,higher_in_label1(disease)
RHOBTB1 GTPase cycle,0.0021120869448527715,0.0005624879069842891,-0.43975225225225223,-0.04553062382522772,0.045466941768813024,-6.3682056414693e-05,24,148,medium,higher_in_label0(control)
PKA activation,0.002232753820535423,0.0006004533773241478,0.4375,0.0037092647968143253,-0.000895814798694125,0.0028134499981202,24,148,medium,higher_in_label1(disease)
Impaired BRCA2 binding to PALB2,0.0023598428426141005,0.0006407928345479542,-0.43524774774774777,-0.07973444307686912,0.07928854836259902,-0.00044589471427010005,24,148,medium,higher_in_label0(control)
RHOBTB2 GTPase cycle,0.0024936631539167107,0.0006836413346246856,0.43299549549549554,0.011440659003284025,-0.0026161097450633497,0.008824549258220675,24,148,medium,higher_in_label1(disease)
Adenylate cyclase inhibitory pathway,0.0026345367430327996,0.0007291407173928898,0.4307432432432432,0.0005026189401592977,-0.0004417468209681,6.087211919119772e-05,24,148,medium,higher_in_label1(disease)
HCMV Infection,0.0026950698427665,0.0007529307393629647,0.42961711711711703,0.04631421533961865,-0.046478513250099704,-0.00016429791048105,24,148,medium,higher_in_label1(disease)
Diseases of metabolism,0.002757032203699762,0.0007774398903383141,0.4284909909909911,0.031740904025745226,-0.001025011612579675,0.030715892413165552,24,148,medium,higher_in_label1(disease)
Negative regulation of NOTCH4 signaling,0.005027560191613877,0.0014308200023130876,-0.40653153153153154,-0.0522754336654912,0.0518018608134758,-0.00047357285201540003,24,148,medium,higher_in_label0(control)
Potential therapeutics for SARS,0.005215176823924293,0.0014978314637902669,-0.4048423423423423,-0.002428938784840675,0.00062699407173965,-0.001801944713101025,24,148,medium,higher_in_label0(control)
SHC-mediated cascade:FGFR4,0.005327838749992758,0.001544099481068397,0.40371621621621623,0.0014141662932856999,-0.00169603230294585,-0.00028186600966015004,24,148,medium,higher_in_label1(disease)
RNA Polymerase II HIV Promoter Escape,0.0058182071441475166,0.0017165989746440451,0.39977477477477485,0.0002973686697057,-0.00017279927784885,0.00012456939185685002,24,148,medium,higher_in_label1(disease)
HCMV Early Events,0.0058182071441475166,0.0017165989746440451,-0.39977477477477474,-0.0001692818652058676,8.482367287220604e-05,-8.445819233366157e-05,24,148,medium,higher_in_label0(control)
G alpha (12/13) signalling events,0.00650207297718145,0.0019353428704926507,0.3952702702702702,0.0049872380246088,-0.00463778208218135,0.00034945594242744997,24,148,medium,higher_in_label1(disease)
Loss of function of MECP2 in Rett syndrome,0.006740028467769411,0.002023768338886377,0.39358108108108114,0.002875089471275625,-0.0002437732551982,0.002631316216077425,24,148,medium,higher_in_label1(disease)
Signaling by Insulin receptor,0.007195842154134402,0.0021794195558213856,-0.3907657657657657,-0.00027150718706293777,0.00020544121666530001,-6.606597039763776e-05,24,148,medium,higher_in_label0(control)
p75NTR regulates axonogenesis,0.007679559590220152,0.0023459751228609867,0.3879504504504505,0.0019702249920158753,-0.0022313782776218,-0.00026115328560592495,24,148,medium,higher_in_label1(disease)
Signaling by FGFR3 in disease,0.007727037056424623,0.0023806537145120246,0.3873873873873874,0.00023966434860121552,-0.000246582875705525,-6.918527104309462e-06,24,148,medium,higher_in_label1(disease)
Aberrant regulation of mitotic cell cycle due to RB1 defects,0.008610861626121036,0.002675437424303925,0.38288288288288297,0.018774482334636175,-0.0024792477009231,0.016295234633713074,24,148,medium,higher_in_label1(disease)
Neurodegenerative Diseases,0.009180000101438811,0.00287624024065968,0.38006756756756754,0.0123327671726573,-0.0023306005165976,0.0100021666560597,24,148,medium,higher_in_label1(disease)
Transcription of the HIV genome,0.00970281000218608,0.00309071232445614,0.37725225225225234,0.0010397107991798752,-0.0014105912015069501,-0.000370880402327075,24,148,medium,higher_in_label1(disease)
Signaling by ERBB2 ECD mutants,0.00970281000218608,0.00309071232445614,0.37725225225225234,0.000578939285097812,-0.000586826114277125,-7.886829179313005e-06,24,148,medium,higher_in_label1(disease)
FRS-mediated FGFR2 signaling,0.009762820685699823,0.0031353183925354523,0.37668918918918926,0.0008971874574154999,-0.0011585501437434,-0.0002613626863279,24,148,medium,higher_in_label1(disease)
HIV elongation arrest and recovery,0.009965090841643048,0.0032262957294092376,0.3755630630630631,0.00018136046201465848,-0.00020092895462537502,-1.9568492610716534e-05,24,148,medium,higher_in_label1(disease)
Viral Messenger RNA Synthesis,0.010027493602632038,0.0032726806797101953,0.375,0.020725582015648225,-0.0031097554427254,0.017615826572922825,24,148,medium,higher_in_label1(disease)
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,0.010154861534509407,0.0033672778456467225,0.37387387387387383,0.010217471095995448,-0.0018425398470863,0.008374931248909149,24,148,medium,higher_in_label1(disease)
Energy dependent regulation of mTOR by LKB1-AMPK,0.010154861534509407,0.0033672778456467225,-0.37387387387387383,-0.1253665781086004,0.12502042757359816,-0.00034615053500225,24,148,medium,higher_in_label0(control)
HCMV Late Events,0.010219828802873174,0.003415504142996779,0.37331081081081074,0.1563575660788206,-0.15606014659150283,0.00029741948731775,24,148,medium,higher_in_label1(disease)
Signaling by KIT in disease,0.011039616445323395,0.0037183042335423447,-0.36993243243243246,-0.00239445118200075,0.001976545844757475,-0.00041790533724327496,24,148,medium,higher_in_label0(control)
Assembly Of The HIV Virion,0.011267671783942038,0.003824536114653955,-0.3688063063063063,-0.003325248174294944,9.816576508469089e-06,-0.003315431597786475,24,148,medium,higher_in_label0(control)
Nuclear events stimulated by ALK signaling in cancer,0.011662673537473757,0.00398906066164246,-0.36711711711711714,-0.036523786367138676,0.0365413061843096,1.7519817170919893e-05,24,148,medium,higher_in_label0(control)
IGF1R signaling cascade,0.011737539723382283,0.004045313951661779,0.36655405405405395,0.12812670033422924,-0.1280875659729397,3.9134361289558975e-05,24,148,medium,higher_in_label1(disease)
p130Cas linkage to MAPK signaling for integrins,0.011813351030926863,0.0041022863893296945,-0.36599099099099097,-0.0002460427810064205,0.00021055766832805002,-3.5485112678370476e-05,24,148,medium,higher_in_label0(control)
RND2 GTPase cycle,0.01222627356753774,0.004277599629373518,0.36430180180180183,0.00256669362572402,-0.0024749208720768,9.177275364721996e-05,24,148,medium,higher_in_label1(disease)
FGFR2 mutant receptor activation,0.012477915154479642,0.004398220746357054,-0.36317567567567566,-0.0099436993035137,0.00966754623894535,-0.00027615306456835,24,148,medium,higher_in_label0(control)
Downstream signaling of activated FGFR3,0.013644546500764633,0.004845060898443838,0.3592342342342343,0.02119288279633601,-0.021400344181418625,-0.0002074613850826134,24,148,medium,higher_in_label1(disease)
Signaling by ERBB2 TMD/JMD mutants,0.014309281665939281,0.005118463676850343,-0.35698198198198194,-0.008757036927753611,0.0086892026709681,-6.783425678551068e-05,24,148,medium,higher_in_label0(control)
Pre-NOTCH Expression and Processing,0.015208407045665048,0.005479791572589495,0.35416666666666674,0.2505494993233564,-0.25050616721091346,4.333211244292804e-05,24,148,medium,higher_in_label1(disease)
Ca2+ pathway,0.016042192338535,0.005863986755600261,-0.3513513513513513,-0.004638146570783675,0.001728101234694125,-0.0029100453360895503,24,148,medium,higher_in_label0(control)
Anti-inflammatory response favouring Leishmania parasite infection,0.016042192338535,0.005863986755600261,-0.3513513513513513,-0.0001409225633449735,8.525254076943305e-05,-5.567002257554045e-05,24,148,medium,higher_in_label0(control)
Negative regulation of MET activity,0.01614488620239272,0.00594367873247356,-0.35078828828828834,-7.192416957455107e-05,5.7080862159633476e-05,-1.4843307414917595e-05,24,148,medium,higher_in_label0(control)
Signalling to ERKs,0.016917533575656427,0.00627229704371596,-0.348536036036036,-0.012556007073842449,0.0013943046980815,-0.01116170237576095,24,148,medium,higher_in_label0(control)
Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,0.019194261521181116,0.007166525842112009,-0.3429054054054054,-0.000313849932737195,0.00030528965012630005,-8.560282610894918e-06,24,148,medium,higher_in_label0(control)
WNT ligand biogenesis and trafficking,0.01957166728508839,0.0073585380915214835,-0.3417792792792793,-0.0014386836180559578,0.0014518438690119,1.3160250955942228e-05,24,148,medium,higher_in_label0(control)
Regulation of RAS by GAPs,0.020487766122382588,0.007756464981058682,-0.339527027027027,-0.0034786977780843,0.0006015714527728,-0.0028771263253114998,24,148,medium,higher_in_label0(control)
