Pathway,q_value,p_value,cliffs_delta,delta_median(label1 - label0),median_label0,median_label1,n_label0,n_label1,effect_size_magnitude,direction
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,4.7236992316295763e-05,4.686698976551538e-06,0.8276643990929706,0.06957999150325045,-0.0685370573468195,0.00104293415643095,21,21,large,higher_in_label1(disease)
PI-3K cascade:FGFR1,4.7236992316295763e-05,4.686698976551538e-06,0.8276643990929706,0.0418268528221567,-0.0417000689643358,0.0001267838578209,21,21,large,higher_in_label1(disease)
SLC transporter disorders,4.7236992316295763e-05,4.686698976551538e-06,-0.8276643990929705,-0.034940657558494397,0.0004935871952148,-0.0344470703632796,21,21,large,higher_in_label0(control)
Impaired BRCA2 binding to RAD51,5.1890380840969065e-05,5.2838769002553355e-06,0.8231292517006803,0.013936455340177449,-0.0002287792489389,0.01370767609123855,21,21,large,higher_in_label1(disease)
Signaling by AXIN mutants,5.561460813007667e-05,5.9535220191465886e-06,0.81859410430839,0.04781543468594665,-0.0002252860629543,0.04759014862299235,21,21,large,higher_in_label1(disease)
CTNNB1 T41 mutants aren't phosphorylated,5.561460813007667e-05,5.9535220191465886e-06,0.81859410430839,0.020225152520827402,-0.0001217465564106,0.0201034059644168,21,21,large,higher_in_label1(disease)
Defective homologous recombination repair (HRR) due to BRCA2 loss of function,6.42110942268759e-05,7.544384439189074e-06,0.8095238095238095,0.09563470386427035,-0.0953706572826129,0.00026404658165745,21,21,large,higher_in_label1(disease)
Signaling by Retinoic Acid,6.42110942268759e-05,7.544384439189074e-06,0.8095238095238095,0.07636606409187165,-0.07592066114492,0.00044540294695165003,21,21,large,higher_in_label1(disease)
Signaling by NTRK2 (TRKB),6.42110942268759e-05,7.544384439189074e-06,0.8095238095238095,0.0412572650383265,-0.04061786074588345,0.00063940429244305,21,21,large,higher_in_label1(disease)
Nuclear import of Rev protein,6.42110942268759e-05,7.544384439189074e-06,0.8095238095238095,0.09691980038649414,-0.0954599343359521,0.00145986605054205,21,21,large,higher_in_label1(disease)
"Respiratory syncytial virus (RSV) genome replication, transcription and translation",7.064696623169635e-05,8.485014221039249e-06,-0.8049886621315192,-0.0498965630171445,0.049664568299229,-0.0002319947179155,21,21,large,higher_in_label0(control)
RHOBTB2 GTPase cycle,7.609828999244766e-05,9.537122505580907e-06,0.8004535147392291,0.03769467282417245,-0.00074471246395115,0.0369499603602213,21,21,large,higher_in_label1(disease)
G alpha (z) signalling events,7.609828999244766e-05,9.537122505580907e-06,0.8004535147392291,0.1711927437604588,-0.17080681694207084,0.00038592681838795,21,21,large,higher_in_label1(disease)
RNA Polymerase II HIV Promoter Escape,8.206293369792527e-05,1.0713176722966746e-05,-0.7959183673469388,-0.00135037293691725,0.00014119077550425,-0.001209182161413,21,21,large,higher_in_label0(control)
Signaling by RAF1 mutants,8.206293369792527e-05,1.0713176722966746e-05,0.7959183673469388,0.04103791397090005,-0.0003839028601243,0.04065401111077575,21,21,large,higher_in_label1(disease)
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",9.032001381120747e-05,1.2026947008803083e-05,-0.7913832199546486,-0.0003486568241395211,0.00022395065493945,-0.00012470616920007106,21,21,large,higher_in_label0(control)
RHO GTPases activate CIT,0.00011143821606327864,1.512999278143731e-05,0.782312925170068,0.035201683897920805,-0.0006241633568365,0.0345775205410843,21,21,large,higher_in_label1(disease)
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,0.00013467071557369216,1.8987516033888715e-05,0.7732426303854876,0.04486619909317075,-0.0446570183095284,0.00020918078364235,21,21,large,higher_in_label1(disease)
TGF-beta receptor signaling activates SMADs,0.00013467071557369216,1.8987516033888715e-05,0.7732426303854876,0.04213864151201999,-0.0009073294755895,0.0412313120364305,21,21,large,higher_in_label1(disease)
Viral Messenger RNA Synthesis,0.00014534452294929226,2.125141849911323e-05,-0.7687074829931972,-0.04207130548865195,0.0418082102630333,-0.00026309522561865004,21,21,large,higher_in_label0(control)
Signaling by ERBB2 ECD mutants,0.00014534452294929226,2.125141849911323e-05,-0.7687074829931972,-0.02350169165881805,0.02336739754831365,-0.0001342941105044,21,21,large,higher_in_label0(control)
Signaling by FGFR3,0.00015430901599439604,2.3770840583993122e-05,0.7641723356009071,0.036565398074016105,-0.0362760584318042,0.0002893396422119,21,21,large,higher_in_label1(disease)
Signaling by ALK in cancer,0.00015430901599439604,2.3770840583993122e-05,0.7641723356009071,0.10429907421780965,-0.1031196707712749,0.00117940344653475,21,21,large,higher_in_label1(disease)
Maturation of hRSV A proteins,0.00015430901599439604,2.3770840583993122e-05,0.7641723356009071,0.03436267148598655,-0.03428197442061085,8.069706537569262e-05,21,21,large,higher_in_label1(disease)
Degradation of GLI1 by the proteasome,0.000169623348840794,2.6572848382369817e-05,0.7596371882086168,0.037275601942479954,-0.03679316524508455,0.0004824366973954,21,21,large,higher_in_label1(disease)
NOTCH1 Intracellular Domain Regulates Transcription,0.00018639646996803576,2.9687166235117965e-05,0.7551020408163265,0.0446670585590172,-0.0443162304613785,0.0003508280976387,21,21,large,higher_in_label1(disease)
G beta:gamma signalling through BTK,0.00020475930185189712,3.314641439900162e-05,-0.7505668934240363,-0.01913265987204225,0.0001918347124848,-0.018940825159557452,21,21,large,higher_in_label0(control)
RAS processing,0.00025075083443564254,4.124622080795164e-05,0.7414965986394557,0.052279269168100155,-0.0003859877914296,0.051893281376670555,21,21,large,higher_in_label1(disease)
Constitutive Signaling by AKT1 E17K in Cancer,0.00027509518495950474,4.596890819166659e-05,0.7369614512471656,0.01955759878469665,-0.00104848956265595,0.0185091092220407,21,21,large,higher_in_label1(disease)
Diseases of DNA Double-Strand Break Repair,0.00033074410780340786,5.699506818544365e-05,0.727891156462585,0.03818164502750654,-0.0380822374560235,9.940757148303714e-05,21,21,large,higher_in_label1(disease)
Disorders of Developmental Biology,0.00033074410780340786,5.699506818544365e-05,0.727891156462585,0.02593069964808645,-0.0006368451486571,0.02529385449942935,21,21,large,higher_in_label1(disease)
Parasite infection,0.0003624553807430583,6.340603266262378e-05,0.7233560090702948,0.2635784702722663,-0.00066927062092835,0.2629091996513379,21,21,large,higher_in_label1(disease)
SARS-CoV-2 activates/modulates innate and adaptive immune responses,0.0003970559840312676,7.049557941025116e-05,0.7188208616780045,0.020157715916873202,-0.00041880215912769997,0.019738913757745502,21,21,large,higher_in_label1(disease)
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,0.00042858014629847417,7.833057504149659e-05,0.7142857142857142,0.03854717034934695,-0.038850511449391,-0.00030334110004405,21,21,large,higher_in_label1(disease)
Signaling by EGFRvIII in Cancer,0.00042858014629847417,7.833057504149659e-05,0.7142857142857142,0.0251413131505285,-0.0002172162279239,0.0249240969226046,21,21,large,higher_in_label1(disease)
Defective GALNT3 causes HFTC,0.0005207454509187324,9.653505748101829e-05,-0.7052154195011338,-0.012891176977238251,0.0003219260790536,-0.01256925089818465,21,21,large,higher_in_label0(control)
Formation of HIV elongation complex in the absence of HIV Tat,0.0005695553143378926,0.00010707045073714953,-0.7006802721088435,-0.0029749767785007,0.0008151808073903,-0.0021597959711104,21,21,large,higher_in_label0(control)
AXIN missense mutants destabilize the destruction complex,0.0007637155531424957,0.00014556458323603704,-0.6870748299319728,-0.017852681649502027,5.9203085307127406e-05,-0.0177934785641949,21,21,large,higher_in_label0(control)
Constitutive Signaling by NOTCH1 PEST Domain Mutants,0.0008116725171796322,0.00016106295380065807,0.6825396825396826,0.0563997733028637,-0.0560654634434385,0.00033430985942520003,21,21,large,higher_in_label1(disease)
Nucleotide-like (purinergic) receptors,0.0008116725171796322,0.00016106295380065807,-0.6825396825396826,-0.006961566737258663,0.0068921798120618,-6.938692519686276e-05,21,21,large,higher_in_label0(control)
RHO GTPases Activate ROCKs,0.0008116725171796322,0.00016106295380065807,0.6825396825396826,0.02543573273812248,-0.0253952390311861,4.049370693637977e-05,21,21,large,higher_in_label1(disease)
VEGFR2 mediated vascular permeability,0.0009542560224130838,0.00019683087668572746,-0.6734693877551021,-0.0021634039776736,0.0019332219627661,-0.00023018201490749998,21,21,large,higher_in_label0(control)
Signaling by NTRK1 (TRKA),0.0009542560224130838,0.00019683087668572746,-0.6734693877551021,-0.0517368809737929,0.0003557859817268,-0.0513810949920661,21,21,large,higher_in_label0(control)
FGFR2 alternative splicing,0.0009542560224130838,0.00019683087668572746,-0.6734693877551021,-0.019493143418781462,0.019495207790867948,2.064372086487645e-06,21,21,large,higher_in_label0(control)
Adenylate cyclase inhibitory pathway,0.0010407823670582476,0.00021739579468579582,0.6689342403628118,0.0139838593775592,-0.0137273749775452,0.00025648440001399997,21,21,large,higher_in_label1(disease)
Pausing and recovery of HIV elongation,0.0011073103090453265,0.00023996541945368692,-0.6643990929705215,-0.019002493511083036,4.645830103933572e-05,-0.0189560352100437,21,21,large,higher_in_label0(control)
RHOG GTPase cycle,0.0011073103090453265,0.00023996541945368692,0.6643990929705215,0.03978065123585766,-0.0396936444708836,8.700676497405751e-05,21,21,large,higher_in_label1(disease)
ERK/MAPK targets,0.0011073103090453265,0.00023996541945368692,-0.6643990929705215,-0.01361088113355355,-0.0001056742600466,-0.01371655539360015,21,21,large,higher_in_label0(control)
NOTCH3 Intracellular Domain Regulates Transcription,0.001165374371568866,0.0002647195047689069,-0.6598639455782314,-0.00246096674918935,0.0022874356452807,-0.00017353110390865,21,21,large,higher_in_label0(control)
Regulation of TNFR1 signaling,0.001165374371568866,0.0002647195047689069,-0.6598639455782314,-0.043338113277421396,7.495826395748195e-06,-0.04333061745102565,21,21,large,higher_in_label0(control)
Insulin receptor recycling,0.001165374371568866,0.0002647195047689069,0.6598639455782314,0.08381668501176553,-4.576959932743863e-05,0.0837709154124381,21,21,large,higher_in_label1(disease)
CTNNB1 S33 mutants aren't phosphorylated,0.001165374371568866,0.0002647195047689069,-0.6598639455782314,-0.014633415709590682,7.184249166498254e-05,-0.0145615732179257,21,21,large,higher_in_label0(control)
Degradation of beta-catenin by the destruction complex,0.0012559486829975474,0.000291852304926323,-0.655328798185941,-0.0014244695537151508,5.277875843065076e-05,-0.0013716907952845,21,21,large,higher_in_label0(control)
Hh mutants abrogate ligand secretion,0.0012559486829975474,0.000291852304926323,0.655328798185941,0.0116151838185749,-0.000560924713263,0.0110542591053119,21,21,large,higher_in_label1(disease)
RHO GTPases Activate NADPH Oxidases,0.0013534360851923369,0.00032157358682115576,-0.6507936507936508,-0.012148577770363359,0.01218472365764575,3.6145887282390776e-05,21,21,large,higher_in_label0(control)
RHOQ GTPase cycle,0.0013534360851923369,0.00032157358682115576,0.6507936507936507,0.07890751639324445,-0.07724368832013685,0.0016638280731076,21,21,large,higher_in_label1(disease)
PKA-mediated phosphorylation of CREB,0.0014741740695377965,0.00035410969816573705,-0.6462585034013606,-0.0089446198696479,0.0008612817634614,-0.0080833381061865,21,21,large,higher_in_label0(control)
Downstream signaling of activated FGFR4,0.0017280215004321716,0.00042862152099492506,-0.63718820861678,-0.0201424076813108,0.02036173421309595,0.00021932653178514998,21,21,large,higher_in_label0(control)
Formation of HIV-1 elongation complex containing HIV-1 Tat,0.0017280215004321716,0.00042862152099492506,0.6371882086167799,0.0427257792495841,-0.0424195224953089,0.0003062567542752,21,21,large,higher_in_label1(disease)
p75NTR signals via NF-kB,0.0017280215004321716,0.00042862152099492506,0.6371882086167799,0.033918690929918255,-0.00047334290155905,0.033445348028359204,21,21,large,higher_in_label1(disease)
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",0.001879665330047862,0.0004711432681059915,-0.6326530612244898,-0.0539832591138162,0.0006440983196832,-0.053339160794133,21,21,large,higher_in_label0(control)
Opioid Signalling,0.002412122342924524,0.0006234989868133887,0.6190476190476191,0.0376222558860504,-0.0367441336238123,0.0008781222622381,21,21,large,higher_in_label1(disease)
Disorders of transmembrane transporters,0.002412122342924524,0.0006234989868133887,-0.6190476190476191,-0.054546734013258644,0.054794419366427,0.00024768535316835,21,21,large,higher_in_label0(control)
FCGR3A-mediated IL10 synthesis,0.002412122342924524,0.0006234989868133887,-0.6190476190476191,-0.00167338588289165,0.0002620458626073,-0.00141134002028435,21,21,large,higher_in_label0(control)
Respiratory Syncytial Virus Infection Pathway,0.002869873775300371,0.0007493143016450056,0.6099773242630386,0.06748011418177884,7.325871351633126e-07,0.067480846768914,21,21,large,higher_in_label1(disease)
Signaling by FGFR1 in disease,0.0030816917863770088,0.0008207116506800389,-0.6054421768707483,-0.018926852896483548,0.0001466047575149,-0.01878024813896865,21,21,large,higher_in_label0(control)
Signaling by FGFR2 IIIa TM,0.0030816917863770088,0.0008207116506800389,0.6054421768707483,0.01728577475416115,-0.0171378923757319,0.00014788237842925,21,21,large,higher_in_label1(disease)
G alpha (12/13) signalling events,0.0036193864161387433,0.000982809888455429,0.5963718820861679,0.0814610207449311,-0.0005330283835075,0.0809279923614236,21,21,large,higher_in_label1(disease)
Aberrant regulation of mitotic exit in cancer due to RB1 defects,0.0036193864161387433,0.000982809888455429,0.5963718820861679,0.045378872765690255,-6.144770841725773e-05,0.045317425057273,21,21,large,higher_in_label1(disease)
Neurodegenerative Diseases,0.0038462474010998613,0.0010745390911688908,-0.5918367346938775,-0.0551600324612224,0.0548719850502883,-0.0002880474109341,21,21,large,higher_in_label0(control)
Neurotoxicity of clostridium toxins,0.0038462474010998613,0.0010745390911688908,0.5918367346938775,0.03245317287346465,-0.0001608815599805,0.03229229131348415,21,21,large,higher_in_label1(disease)
Signaling by APC mutants,0.0038462474010998613,0.0010745390911688908,0.5918367346938775,0.014023043473682046,-0.0140346007364147,-1.1557262732653773e-05,21,21,large,higher_in_label1(disease)
Asymmetric localization of PCP proteins,0.004163823829993616,0.0011741330904420642,0.5873015873015872,0.023246265973484153,-0.000525247594371,0.022721018379113153,21,21,large,higher_in_label1(disease)
TNF signaling,0.0048284896914228955,0.001399379518924129,-0.5782312925170068,-0.0236043418664391,0.023190773818351197,-0.0004135680480879,21,21,large,higher_in_label0(control)
SARS-CoV-1 activates/modulates innate immune responses,0.0048284896914228955,0.001399379518924129,0.5782312925170068,0.03054914733580742,-0.03053417983602505,1.4967499782368944e-05,21,21,large,higher_in_label1(disease)
Activation of SMO,0.0048284896914228955,0.001399379518924129,0.5782312925170068,0.016508593544993753,-0.01649857540800975,1.0018136984005575e-05,21,21,large,higher_in_label1(disease)
DARPP-32 events,0.005219630060943292,0.0015263670152105711,0.5736961451247165,0.0395105719501345,-0.0007548870093772001,0.0387556849407573,21,21,large,higher_in_label1(disease)
Paradoxical activation of RAF signaling by kinase inactive BRAF,0.005590099320500646,0.0016638937925249964,-0.5691609977324263,-0.0056252186089802,0.0054095131639392,-0.000215705445041,21,21,large,higher_in_label0(control)
RHO GTPases activate PKNs,0.005590099320500646,0.0016638937925249964,-0.5691609977324263,-0.01192235233811325,0.00012198407142555,-0.0118003682666877,21,21,large,higher_in_label0(control)
RA biosynthesis pathway,0.009184260434463925,0.002757676109564886,0.5419501133786848,0.044407173824560296,-0.0442471385886088,0.0001600352359515,21,21,large,higher_in_label1(disease)
Defective homologous recombination repair (HRR) due to PALB2 loss of function,0.011431899196266634,0.0035220994912779705,0.528344671201814,0.0084126775925383,-0.0082861864568409,0.0001264911356974,21,21,large,higher_in_label1(disease)
MAP2K and MAPK activation,0.011431899196266634,0.0035220994912779705,-0.528344671201814,-0.0309002414060615,0.030735165674391,-0.0001650757316705,21,21,large,higher_in_label0(control)
Abortive elongation of HIV-1 transcript in the absence of Tat,0.011431899196266634,0.0035220994912779705,-0.528344671201814,-0.0022196927826655002,0.00206867962591435,-0.00015101315675115,21,21,large,higher_in_label0(control)
ADORA2B mediated anti-inflammatory cytokines production,0.012182288610634785,0.0038169050477184704,-0.5238095238095238,-0.002981881027953337,4.745047706873689e-05,-0.0029344305508846,21,21,large,higher_in_label0(control)
Signaling by FGFR4,0.012182288610634785,0.0038169050477184704,0.5238095238095237,0.01683972220950684,-6.965943415903746e-05,0.016770062775347802,21,21,large,higher_in_label1(disease)
RHO GTPases activate IQGAPs,0.01266646350098421,0.004133963283611035,-0.5192743764172336,-0.00618338315181315,0.0006345173980248501,-0.0055488657537883,21,21,large,higher_in_label0(control)
RND3 GTPase cycle,0.01266646350098421,0.004133963283611035,0.5192743764172336,0.02645638907468955,-0.0001743680778001,0.02628202099688945,21,21,large,higher_in_label1(disease)
Formation of the beta-catenin:TCF transactivating complex,0.01266646350098421,0.004133963283611035,0.5192743764172336,0.0582204340124421,-0.0005966571342425,0.0576237768781996,21,21,large,higher_in_label1(disease)
Ca2+ pathway,0.01266646350098421,0.004133963283611035,-0.5192743764172336,-0.05211094645247235,0.00035358551080155,-0.0517573609416708,21,21,large,higher_in_label0(control)
Leishmania parasite growth and survival,0.01266646350098421,0.004133963283611035,-0.5192743764172336,-0.0027507634847531016,7.916846015255167e-05,-0.00267159502460055,21,21,large,higher_in_label0(control)
Signaling by VEGF,0.013183267114867465,0.004474738185203056,-0.5147392290249433,-0.025823756141155396,0.025650481938579148,-0.00017327420257625,21,21,large,higher_in_label0(control)
Regulation of PTEN gene transcription,0.013183267114867465,0.004474738185203056,0.5147392290249433,0.040789942815587135,-0.00010077309580929121,0.040689169719777846,21,21,large,higher_in_label1(disease)
Hedgehog ligand biogenesis,0.013183267114867465,0.004474738185203056,0.5147392290249433,0.04275232748036665,-0.0417299565517733,0.00102237092859335,21,21,large,higher_in_label1(disease)
Diseases of mitotic cell cycle,0.013183267114867465,0.004474738185203056,-0.5147392290249433,-0.015703851684887554,0.0156298863235777,-7.396536130985533e-05,21,21,large,higher_in_label0(control)
RND2 GTPase cycle,0.013183267114867465,0.004474738185203056,-0.5147392290249433,-0.05004897310892,0.0497703753289158,-0.0002785977800042,21,21,large,higher_in_label0(control)
RHOA GTPase cycle,0.01518562689091535,0.005233688641255421,-0.5056689342403629,-0.02070667891205735,0.020132083177596148,-0.0005745957344612,21,21,large,higher_in_label0(control)
HCMV Early Events,0.01518562689091535,0.005233688641255421,-0.5056689342403629,-0.0022962645208253,0.0023493526138489,5.308809302359996e-05,21,21,large,higher_in_label0(control)
Regulation of FZD by ubiquitination,0.016285261586526253,0.005655195276783268,-0.5011337868480725,-0.00019497916080857996,0.00020827543397125,1.3296273162670041e-05,21,21,large,higher_in_label0(control)
Listeria monocytogenes entry into host cells,0.017073095323272152,0.006107086316679595,-0.4965986394557823,-0.00046633522893540044,0.0004361443559035,-3.0190873031900466e-05,21,21,large,higher_in_label0(control)
Estrogen-dependent nuclear events downstream of ESR-membrane signaling,0.017073095323272152,0.006107086316679595,-0.4965986394557823,-0.009771095531429635,0.00974099108351605,-3.0104447913585787e-05,21,21,large,higher_in_label0(control)
Nuclear signaling by ERBB4,0.017073095323272152,0.006107086316679595,-0.4965986394557823,-0.006987074514796201,0.0068538485529236505,-0.00013322596187255,21,21,large,higher_in_label0(control)
Signaling by FGFR in disease,0.017073095323272152,0.006107086316679595,-0.4965986394557823,-0.01600997366577835,0.0161356711712211,0.00012569750544275,21,21,large,higher_in_label0(control)
SHC-mediated cascade:FGFR2,0.018161489580068337,0.006591245565612268,0.4920634920634921,0.0006061611651942143,-2.2183044350964407e-05,0.00058397812084325,21,21,large,higher_in_label1(disease)
Defects in vitamin and cofactor metabolism,0.018161489580068337,0.006591245565612268,-0.4920634920634921,-0.0003298513018598078,0.0002465853524887,-8.326594937110775e-05,21,21,large,higher_in_label0(control)
G-protein beta:gamma signalling,0.019041927211556297,0.007109649063322586,0.48752834467120176,0.0375067473207862,-0.037323249541446,0.0001834977793402,21,21,large,higher_in_label1(disease)
p75 NTR receptor-mediated signalling,0.019041927211556297,0.007109649063322586,-0.48752834467120176,-0.0056311975797602,0.0004693435897319,-0.0051618539900283,21,21,large,higher_in_label0(control)
AKT phosphorylates targets in the cytosol,0.019041927211556297,0.007109649063322586,-0.48752834467120176,-0.008758419517780903,-9.63801632220968e-05,-0.008854799681003,21,21,large,higher_in_label0(control)
NRIF signals cell death from the nucleus,0.019041927211556297,0.007109649063322586,-0.48752834467120176,-0.0001799624424850488,0.00016182190003795002,-1.814054244709879e-05,21,21,large,higher_in_label0(control)
Nuclear Events (kinase and transcription factor activation),0.020385089242651117,0.007664367757028096,-0.48299319727891155,-0.01071635099194365,0.0109918614017875,0.00027551040984385,21,21,large,higher_in_label0(control)
RAF-independent MAPK1/3 activation,0.021661981875187402,0.008257570114301203,-0.47845804988662133,-0.00077320843270955,0.00027704389962465,-0.0004961645330849,21,21,large,higher_in_label0(control)
Deactivation of the beta-catenin transactivating complex,0.021661981875187402,0.008257570114301203,-0.47845804988662133,-0.0062843489411894,0.0059823547605412,-0.0003019941806482,21,21,large,higher_in_label0(control)
NGF-stimulated transcription,0.022703026307942863,0.008891524663685195,-0.4739229024943311,-0.000160893675566809,1.8425628416708987e-05,-0.0001424680471501,21,21,medium,higher_in_label0(control)
