Pathway,q_value,p_value,cliffs_delta,delta_median(label1 - label0),median_label0,median_label1,n_label0,n_label1,effect_size_magnitude,direction
Downstream signaling of activated FGFR4,2.0009209627114804e-06,2.1942214212501873e-07,0.9365079365079365,0.0327301610280248,-0.0325775567719156,0.0001526042561092,21,21,large,higher_in_label1(disease)
Parasite infection,2.2359715198926478e-06,2.5103596698533647e-07,0.9319727891156462,0.10055804518001604,-0.0033707345625873,0.09718731061742875,21,21,large,higher_in_label1(disease)
Signaling by FGFR2 in disease,2.8549219625979653e-06,3.279805910034216e-07,0.9229024943310657,0.09397407933464953,-0.0940552081998249,-8.112886517535802e-05,21,21,large,higher_in_label1(disease)
Evasion by RSV of host interferon responses,3.1878012858044874e-06,3.7454584297963954e-07,0.9183673469387754,0.01618107199201175,-0.0017680281005652,0.014413043891446549,21,21,large,higher_in_label1(disease)
Budding and maturation of HIV virion,3.5590712504738235e-06,4.274602546260989e-07,0.9138321995464853,0.019382160197581648,-0.00096999696342235,0.0184121632341593,21,21,large,higher_in_label1(disease)
Hh mutants are degraded by ERAD,3.973026018350241e-06,4.875514957244422e-07,-0.909297052154195,-0.02366412848420609,0.0236039552866293,-6.0173197576791755e-05,21,21,large,higher_in_label0(control)
Regulation of RAS by GAPs,4.093311012928836e-06,5.557497980999986e-07,-0.9047619047619048,-0.03714278812881775,-0.0001587687662387,-0.03730155689505645,21,21,large,higher_in_label0(control)
Host Interactions of HIV factors,4.093311012928836e-06,5.557497980999986e-07,0.9047619047619047,0.14326513677316519,-0.1427271907491099,0.0005379460240553,21,21,large,higher_in_label1(disease)
Hh mutants abrogate ligand secretion,4.093311012928836e-06,5.557497980999986e-07,0.9047619047619047,0.0108197673779288,-0.0025899110023543,0.0082298563755745,21,21,large,higher_in_label1(disease)
Signaling by RAF1 mutants,4.093311012928836e-06,5.557497980999986e-07,0.9047619047619047,0.019125171416410302,-0.0020423546126141,0.0170828168037962,21,21,large,higher_in_label1(disease)
CTNNB1 S37 mutants aren't phosphorylated,4.093311012928836e-06,5.557497980999986e-07,0.9047619047619047,0.024726304103525748,-0.00188236867890265,0.0228439354246231,21,21,large,higher_in_label1(disease)
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,4.575042998298325e-06,6.330999449342329e-07,0.9002267573696145,0.12802324786408112,-0.1282404169541893,-0.0002171690901082,21,21,large,higher_in_label1(disease)
RHOD GTPase cycle,5.608822202285907e-06,8.200888859739185e-07,0.8911564625850341,0.0343048672338176,-0.0002314643405994,0.0340734028932182,21,21,large,higher_in_label1(disease)
Translation of Structural Proteins,5.608822202285907e-06,8.200888859739185e-07,0.8911564625850341,0.0398645133926121,-0.0020241397750239,0.0378403736175882,21,21,large,higher_in_label1(disease)
CTNNB1 T41 mutants aren't phosphorylated,5.608822202285907e-06,8.200888859739185e-07,0.8911564625850341,0.00959805977966945,-0.0014380142671801999,0.00816004551248925,21,21,large,higher_in_label1(disease)
Neurotoxicity of clostridium toxins,6.157827913029706e-06,9.325170207721226e-07,0.8866213151927438,0.0301805900440467,-0.0023242702297078,0.0278563198143389,21,21,large,higher_in_label1(disease)
Induction of Cell-Cell Fusion,6.157827913029706e-06,9.325170207721226e-07,0.8866213151927438,0.0352424909536279,-0.0350343608769177,0.0002081300767102,21,21,large,higher_in_label1(disease)
Asymmetric localization of PCP proteins,1.1402525083018454e-05,1.7565247516921379e-06,0.8639455782312926,0.08201783910284276,-0.0029963949887078503,0.0790214441141349,21,21,large,higher_in_label1(disease)
PI3K/AKT Signaling in Cancer,1.2702977344188884e-05,1.990022560447345e-06,0.8594104308390023,0.054167251754706096,-0.00070355938499,0.0534636923697161,21,21,large,higher_in_label1(disease)
RHOU GTPase cycle,1.4147040580290246e-05,2.2531840088712923e-06,0.8548752834467119,0.0243544624772409,-0.0008593215545257,0.0234951409227152,21,21,large,higher_in_label1(disease)
Signaling by SCF-KIT,1.5749886348320736e-05,2.5495899571694142e-06,-0.8503401360544218,-0.023780867384677898,0.0236542221879862,-0.0001266451966917,21,21,large,higher_in_label0(control)
Estrogen-dependent nuclear events downstream of ESR-membrane signaling,1.6988871886198883e-05,2.8832289101904107e-06,-0.8458049886621315,-0.02945667066285555,0.028941210011412748,-0.0005154606514428,21,21,large,higher_in_label0(control)
FRS-mediated FGFR2 signaling,1.6988871886198883e-05,2.8832289101904107e-06,0.8458049886621315,0.005521992675899451,-0.0009468881784637,0.0045751044974357506,21,21,large,higher_in_label1(disease)
SHC-mediated cascade:FGFR4,1.6988871886198883e-05,2.8832289101904107e-06,0.8458049886621315,0.0028117021877617997,-0.00101078994857915,0.0018009122391826498,21,21,large,higher_in_label1(disease)
FRS-mediated FGFR1 signaling,1.890940824565428e-05,3.2585403243164036e-06,0.8412698412698412,0.0093837638067551,-0.0003034295628808,0.0090803342438743,21,21,large,higher_in_label1(disease)
NOTCH3 Activation and Transmission of Signal to the Nucleus,2.103905970744517e-05,3.68046214203349e-06,0.8367346938775511,0.012766058453256951,-0.0018358288467253,0.010930229606531651,21,21,large,higher_in_label1(disease)
RHO GTPases Activate ROCKs,2.976065959996755e-05,5.2838769002553355e-06,-0.8231292517006803,-0.036043219879586134,0.035965720602252296,-7.749927733383724e-05,21,21,large,higher_in_label0(control)
Defective CFTR causes cystic fibrosis,3.211547793426962e-05,5.9535220191465886e-06,0.81859410430839,0.020537423458271,-0.0015013117266219,0.0190361117316491,21,21,large,higher_in_label1(disease)
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,3.211547793426962e-05,5.9535220191465886e-06,-0.81859410430839,-0.03281580746640363,0.032784189680238704,-3.161778616493094e-05,21,21,large,higher_in_label0(control)
G alpha (z) signalling events,3.211547793426962e-05,5.9535220191465886e-06,0.81859410430839,0.12812471530679911,-0.1281725671408097,-4.7851834010588957e-05,21,21,large,higher_in_label1(disease)
Signaling by AMER1 mutants,4.013193389179744e-05,7.544384439189074e-06,0.8095238095238095,0.0027048977536221503,-0.00055754661901465,0.0021473511346075,21,21,large,higher_in_label1(disease)
TNFR1-induced proapoptotic signaling,4.4517266392575785e-05,8.485014221039249e-06,0.8049886621315192,0.012197427202526792,-6.487028972884218e-05,0.012132556912797951,21,21,large,higher_in_label1(disease)
G alpha (s) signalling events,4.936105296807416e-05,9.537122505580907e-06,0.8004535147392291,0.12852360967712562,-0.1284418801204403,8.17295566853211e-05,21,21,large,higher_in_label1(disease)
Signaling by TGFBR3,5.398877216968768e-05,1.0713176722966746e-05,0.7959183673469388,0.0367701729185721,-0.00317617918657145,0.03359399373200065,21,21,large,higher_in_label1(disease)
IGF1R signaling cascade,5.398877216968768e-05,1.0713176722966746e-05,0.7959183673469388,0.16778049409808435,-0.16734080639876664,0.0004396876993177,21,21,large,higher_in_label1(disease)
DAG and IP3 signaling,5.8307857017361784e-05,1.2026947008803083e-05,-0.7913832199546486,-0.07588105295742749,0.0749411188507434,-0.0009399341066841,21,21,large,higher_in_label0(control)
Constitutive Signaling by AKT1 E17K in Cancer,5.8307857017361784e-05,1.2026947008803083e-05,0.7913832199546484,0.026131392485146752,-0.0024325957061299003,0.023698796779016852,21,21,large,higher_in_label1(disease)
FGFR4 ligand binding and activation,5.8307857017361784e-05,1.2026947008803083e-05,0.7913832199546484,0.00993294172353445,-0.0001879637921281,0.00974497793140635,21,21,large,higher_in_label1(disease)
RSV-host interactions,6.380322078309576e-05,1.3493631549427563e-05,0.7868480725623583,0.017531656504598703,-0.001130157627252,0.016401498877346703,21,21,large,higher_in_label1(disease)
RHOBTB2 GTPase cycle,6.380322078309576e-05,1.3493631549427563e-05,0.7868480725623583,0.0201920054423264,-0.0027719630712033996,0.017420042371123,21,21,large,higher_in_label1(disease)
Regulation of PTEN gene transcription,6.898556232488679e-05,1.512999278143731e-05,0.782312925170068,0.0490964157718391,-0.0016585466855018,0.0474378690863373,21,21,large,higher_in_label1(disease)
DARPP-32 events,6.898556232488679e-05,1.512999278143731e-05,0.782312925170068,0.01358522925847735,-0.0005380376637978,0.01304719159467955,21,21,large,higher_in_label1(disease)
Diseases of mitotic cell cycle,6.898556232488679e-05,1.512999278143731e-05,-0.782312925170068,-0.0551690504575822,0.0548186181262583,-0.0003504323313239,21,21,large,higher_in_label0(control)
Oncogenic MAPK signaling,7.215083903800167e-05,1.6954505256971672e-05,-0.7777777777777778,-0.08078057602785492,0.0807420248550133,-3.855117284162061e-05,21,21,large,higher_in_label0(control)
"Cell death signalling via NRAGE, NRIF and NADE",7.215083903800167e-05,1.6954505256971672e-05,0.7777777777777777,0.036452673181955754,-0.0021216383397206,0.03433103484223515,21,21,large,higher_in_label1(disease)
Pausing and recovery of HIV elongation,7.215083903800167e-05,1.6954505256971672e-05,0.7777777777777777,0.15846852581728957,-0.1580858669619384,0.00038265885535115,21,21,large,higher_in_label1(disease)
Insulin receptor recycling,7.215083903800167e-05,1.6954505256971672e-05,0.7777777777777777,0.07890830726174225,-0.0021664866796218,0.07674182058212045,21,21,large,higher_in_label1(disease)
RND3 GTPase cycle,7.215083903800167e-05,1.6954505256971672e-05,0.7777777777777777,0.0176031193362636,-0.0010476788164527,0.0165554405198109,21,21,large,higher_in_label1(disease)
Formation of the beta-catenin:TCF transactivating complex,7.215083903800167e-05,1.6954505256971672e-05,0.7777777777777777,0.0400942235098852,-0.00386970577243975,0.03622451773744545,21,21,large,higher_in_label1(disease)
RHOBTB3 ATPase cycle,8.751928263613298e-05,2.125141849911323e-05,0.7687074829931972,0.011221039631818499,-0.0006020991591541,0.0106189404726644,21,21,large,higher_in_label1(disease)
Assembly Of The HIV Virion,8.751928263613298e-05,2.125141849911323e-05,-0.7687074829931972,-0.0031917448967398,0.0001317052373913,-0.0030600396593485,21,21,large,higher_in_label0(control)
PI-3K cascade:FGFR1,8.751928263613298e-05,2.125141849911323e-05,0.7687074829931972,0.017470526583614112,-0.0174804015613542,-9.874977740085708e-06,21,21,large,higher_in_label1(disease)
Effects of PIP2 hydrolysis,0.00010713053610997517,2.6572848382369817e-05,0.7596371882086168,0.033670636956581575,-0.03360514591150569,6.549104507588088e-05,21,21,large,higher_in_label1(disease)
NS1 Mediated Effects on Host Pathways,0.00010713053610997517,2.6572848382369817e-05,0.7596371882086168,0.0078628033763922,-0.0002187565408827,0.0076440468355095,21,21,large,higher_in_label1(disease)
G alpha (12/13) signalling events,0.00011721839863969259,2.9687166235117965e-05,0.7551020408163265,0.05884614610803621,-0.0016914493994319,0.057154696708604305,21,21,large,higher_in_label1(disease)
RAS processing,0.00011721839863969259,2.9687166235117965e-05,0.7551020408163265,0.01731369545381695,-0.00147568053973645,0.0158380149140805,21,21,large,higher_in_label1(disease)
Maturation of spike protein,0.00012954159913079204,3.314641439900162e-05,-0.7505668934240363,-0.0027091641612927,0.0024388449765238,-0.0002703191847689,21,21,large,higher_in_label0(control)
Signaling by VEGF,0.0001430886664244318,3.6986365472633807e-05,-0.746031746031746,-0.1028092195501868,0.1025335480743971,-0.0002756714757897,21,21,large,higher_in_label0(control)
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),0.00015797302569445476,4.124622080795164e-05,-0.7414965986394557,-0.0468913811175485,0.0471468162260964,0.0002554351085479,21,21,large,higher_in_label0(control)
RAC2 GTPase cycle,0.00016767706511817434,4.596890819166659e-05,0.7369614512471656,0.019065448248126653,-0.0026456562867397003,0.016419791961386952,21,21,large,higher_in_label1(disease)
MTOR signalling,0.00016767706511817434,4.596890819166659e-05,-0.7369614512471656,-0.06221816333460025,0.06170123019284615,-0.0005169331417541,21,21,large,higher_in_label0(control)
PKA-mediated phosphorylation of CREB,0.00016767706511817434,4.596890819166659e-05,0.7369614512471656,0.0121931649073461,-0.0002683056642084,0.0119248592431377,21,21,large,higher_in_label1(disease)
Frs2-mediated activation,0.00016767706511817434,4.596890819166659e-05,-0.7369614512471656,-0.0285833166291107,0.0283223448542454,-0.0002609717748653,21,21,large,higher_in_label0(control)
Signalling to RAS,0.00016767706511817434,4.596890819166659e-05,0.7369614512471656,0.00287918008505185,-0.0012767919285259,0.00160238815652595,21,21,large,higher_in_label1(disease)
Activated point mutants of FGFR2,0.00018500129262856048,5.120140213740838e-05,-0.7324263038548753,-0.027071171654702648,0.0350230410240091,0.00795186936930645,21,21,large,higher_in_label0(control)
Signaling by ERBB2,0.00020401038425256932,5.699506818544365e-05,-0.727891156462585,-0.04223668790289632,0.04214196705264755,-9.472085024877582e-05,21,21,large,higher_in_label0(control)
The role of Nef in HIV-1 replication and disease pathogenesis,0.0002248565787943047,6.340603266262378e-05,-0.7233560090702948,-0.04029877867985496,0.0402364566498346,-6.232203002036108e-05,21,21,large,higher_in_label0(control)
RHO GTPases Activate WASPs and WAVEs,0.00024106970459041244,7.049557941025116e-05,0.7188208616780045,0.0402614930986978,-0.00261081602909445,0.03765067706960335,21,21,large,higher_in_label1(disease)
Hedgehog 'on' state,0.00024106970459041244,7.049557941025116e-05,0.7188208616780045,0.01057065201252265,-0.0010090169668703,0.009561635045652349,21,21,large,higher_in_label1(disease)
Aberrant regulation of mitotic cell cycle due to RB1 defects,0.00024106970459041244,7.049557941025116e-05,0.7188208616780045,0.0156068845935886,-0.0013928746382519,0.0142140099553367,21,21,large,higher_in_label1(disease)
Interactions of Rev with host cellular proteins,0.00024106970459041244,7.049557941025116e-05,-0.7188208616780045,-0.01948480756529551,0.0194380569024166,-4.675066287891352e-05,21,21,large,higher_in_label0(control)
G-protein beta:gamma signalling,0.0002608748716599408,7.833057504149659e-05,0.7142857142857142,0.04657673176855016,-0.0465100338746913,6.669789385885785e-05,21,21,large,higher_in_label1(disease)
Nuclear import of Rev protein,0.0002608748716599408,7.833057504149659e-05,0.7142857142857142,0.0391871780019855,-0.0389256984557758,0.0002614795462097,21,21,large,higher_in_label1(disease)
Downstream signaling of activated FGFR3,0.0002608748716599408,7.833057504149659e-05,0.7142857142857142,0.03116828176516439,-0.0312465208644028,-7.82390992384087e-05,21,21,large,higher_in_label1(disease)
Defective GALNT12 causes CRCS1,0.0002847422480610377,8.698392434240578e-05,-0.7097505668934241,-0.017205264359314354,0.017002818591879153,-0.0002024457674352,21,21,large,higher_in_label0(control)
Signaling by PTK6,0.0002847422480610377,8.698392434240578e-05,-0.7097505668934241,-0.00657461938178885,0.00644048463578065,-0.0001341347460082,21,21,large,higher_in_label0(control)
Disassembly of the destruction complex and recruitment of AXIN to the membrane,0.0003133298899595763,9.653505748101829e-05,0.7052154195011338,0.00430268767315025,-0.0006297773802073,0.00367291029294295,21,21,large,higher_in_label1(disease)
SARS-CoV-2 modulates autophagy,0.00034460489606998545,0.00010707045073714953,0.7006802721088434,0.014852327655966174,-0.0148528868230831,-5.591671169272306e-07,21,21,large,higher_in_label1(disease)
SARS-CoV-1 modulates host translation machinery,0.00046075401140001804,0.00014556458323603704,0.6870748299319729,0.007919044613708801,-0.001166093714559,0.0067529508991498,21,21,large,higher_in_label1(disease)
RHO GTPases activate PAKs,0.00046075401140001804,0.00014556458323603704,-0.6870748299319728,-0.0067377277379712264,0.0066563697703983,-8.135796757292587e-05,21,21,large,higher_in_label0(control)
Pre-NOTCH Expression and Processing,0.0005591311968764895,0.00017810445435752407,0.6780045351473922,0.04072242872495685,-0.0405629744841378,0.00015945424081904999,21,21,large,higher_in_label1(disease)
Ca2+ pathway,0.0006079534336341421,0.00019683087668572746,-0.6734693877551021,-0.0065997915411776,0.0004790343381016,-0.006120757203076,21,21,large,higher_in_label0(control)
Signaling by FGFR3 in disease,0.0006079534336341421,0.00019683087668572746,0.6734693877551021,0.004101284917116949,-0.000353210049749,0.0037480748673679497,21,21,large,higher_in_label1(disease)
Tat-mediated HIV elongation arrest and recovery,0.0006608142013068239,0.00021739579468579582,0.6689342403628118,0.05602661514861475,-0.055696918276727,0.00032969687188775,21,21,large,higher_in_label1(disease)
Maturation of nucleoprotein,0.0006608142013068239,0.00021739579468579582,0.6689342403628118,0.02530038495717245,-0.0011063481813042499,0.0241940367758682,21,21,large,higher_in_label1(disease)
"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",0.0010595626124802913,0.00035410969816573705,0.6462585034013606,0.00755587883398265,-0.00086322519023045,0.0066926536437522,21,21,large,higher_in_label1(disease)
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,0.0010595626124802913,0.00035410969816573705,0.6462585034013606,0.02244907150389935,-0.00177653733980315,0.0206725341640962,21,21,large,higher_in_label1(disease)
Respiratory Syncytial Virus Infection Pathway,0.0011481299821320234,0.0003897046936740549,0.6417233560090703,0.05868994489859175,-0.00197802585384995,0.0567119190447418,21,21,large,higher_in_label1(disease)
Signaling by APC mutants,0.0011481299821320234,0.0003897046936740549,-0.6417233560090703,-0.0240468760900931,0.023841366526722703,-0.00020550956337040001,21,21,large,higher_in_label0(control)
NOTCH3 Intracellular Domain Regulates Transcription,0.0012343010717372654,0.00042862152099492506,-0.63718820861678,-0.09278461963928761,0.092682436255984,-0.0001021833833036,21,21,large,higher_in_label0(control)
Signaling by NOTCH3,0.0012343010717372654,0.00042862152099492506,0.6371882086167799,0.012988790210662399,-0.001063092795658,0.0119256974150044,21,21,large,higher_in_label1(disease)
WNT5A-dependent internalization of FZD4,0.0012343010717372654,0.00042862152099492506,0.6371882086167799,0.0158182787292081,-0.0004111391087975,0.0154071396204106,21,21,large,higher_in_label1(disease)
Retrograde neurotrophin signalling,0.0013466259080939906,0.0004711432681059915,0.6326530612244898,0.00487734659636975,0.00014766968166505,0.0050250162780348,21,21,large,higher_in_label1(disease)
Pre-NOTCH Transcription and Translation,0.0016121250263994376,0.0005682425027778696,-0.6235827664399093,-0.11463620346543223,0.1145915427848764,-4.466068055582798e-05,21,21,large,higher_in_label0(control)
Regulation of PTEN stability and activity,0.0017558831760994696,0.0006234989868133887,-0.6190476190476191,-0.022897458961271207,0.0229029294904275,5.470529156291754e-06,21,21,large,higher_in_label0(control)
RHO GTPases activate PKNs,0.0019114253329404205,0.0006837213331927875,-0.6145124716553287,-0.006698537954970701,0.000547455557981,-0.0061510823969897,21,21,large,higher_in_label0(control)
Diseases of metabolism,0.002079618677753892,0.0007493143016450056,0.6099773242630386,0.03124628491002118,-6.029555761857683e-05,0.0311859893524026,21,21,large,higher_in_label1(disease)
Signaling by NOTCH1,0.0022136095930313723,0.0008207116506800389,-0.6054421768707483,-0.03501668514754646,0.0349693403315533,-4.734481599316244e-05,21,21,large,higher_in_label0(control)
TNF signaling,0.0022136095930313723,0.0008207116506800389,-0.6054421768707483,-0.0266351251848855,0.0262769866505814,-0.0003581385343041,21,21,large,higher_in_label0(control)
Activation of RAC1,0.0022136095930313723,0.0008207116506800389,-0.6054421768707483,-0.011452267690552296,0.0115330770116455,8.080932109320372e-05,21,21,large,higher_in_label0(control)
Deactivation of the beta-catenin transactivating complex,0.0022136095930313723,0.0008207116506800389,0.6054421768707483,0.0089992225039312,-0.0008607180982852,0.008138504405646,21,21,large,higher_in_label1(disease)
VEGFR2 mediated vascular permeability,0.002356703548846273,0.0008983778541293888,-0.600907029478458,-0.005008513606509651,0.0048811784282272504,-0.0001273351782824,21,21,large,higher_in_label0(control)
NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,0.002356703548846273,0.0008983778541293888,0.600907029478458,0.023153067844459547,-0.0013929610034349,0.021760106841024647,21,21,large,higher_in_label1(disease)
Nucleotide-like (purinergic) receptors,0.002356703548846273,0.0008983778541293888,-0.600907029478458,-0.022430840024563792,0.0223545294383282,-7.631058623559171e-05,21,21,large,higher_in_label0(control)
Diseases associated with the TLR signaling cascade,0.002356703548846273,0.0008983778541293888,0.600907029478458,0.010232425646684373,-0.0102294415326065,2.9841140778724224e-06,21,21,large,higher_in_label1(disease)
Listeria monocytogenes entry into host cells,0.002560654335227411,0.000982809888455429,-0.5963718820861679,-0.009213788989024994,0.0092677557322191,5.396674319410587e-05,21,21,large,higher_in_label0(control)
Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,0.0027620702813267463,0.0010745390911688908,0.5918367346938775,0.001134097410339,-0.0001928326625645,0.0009412647477745,21,21,large,higher_in_label1(disease)
