Pathway,q_value,p_value,cliffs_delta,delta_median(label1 - label0),median_label0,median_label1,n_label0,n_label1,effect_size_magnitude,direction
RHOA GTPase cycle,0.020616755939829482,0.005329135347371067,0.3551454138702461,0.02107877121496495,-0.00071150163702445,0.0203672695779405,24,149,medium,higher_in_label1(disease)
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,0.020616755939829482,0.005329135347371067,0.3551454138702461,0.0044543724833203,-0.0001995680032454,0.0042548044800749,24,149,medium,higher_in_label1(disease)
Parasite infection,0.02091675640391042,0.005549774816572555,0.3534675615212528,0.0177748707395388,-0.0007679354869238001,0.017006935252615,24,149,medium,higher_in_label1(disease)
TGF-beta receptor signaling activates SMADs,0.02091675640391042,0.005549774816572555,0.3534675615212528,0.0092292571576672,-0.00038999683714334996,0.00883926032052385,24,149,medium,higher_in_label1(disease)
Potential therapeutics for SARS,0.02091675640391042,0.005625132923244839,-0.3529082774049217,-0.000752118123938736,0.0006701027726294,-8.20153513093359e-05,24,149,medium,higher_in_label0(control)
NR1H2 and NR1H3-mediated signaling,0.02091675640391042,0.005625132923244839,-0.3529082774049217,-0.00035493114279940274,0.0001594698310394435,-0.00019546131175995923,24,149,medium,higher_in_label0(control)
MET activates PTK2 signaling,0.0218600300559119,0.005935882835025686,-0.3506711409395973,-0.00010406362850383209,0.00010990760846196642,5.843979958134324e-06,24,149,medium,higher_in_label0(control)
G beta:gamma signalling through BTK,0.02194389110748998,0.006015949259233545,-0.3501118568232662,-0.0028729714676795997,0.0002288004771295,-0.0026441709905501,24,149,medium,higher_in_label0(control)
NOTCH3 Intracellular Domain Regulates Transcription,0.02232603627414489,0.006179007428353416,0.34899328859060397,0.0302750654839999,-0.0305505223968101,-0.0002754569128102,24,149,medium,higher_in_label1(disease)
Signaling by MET,0.022504918738508087,0.00634603452678557,-0.34787472035794187,-0.017567846109037052,0.01734224580943295,-0.0002256002996041,24,149,medium,higher_in_label0(control)
NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,0.022504918738508087,0.00634603452678557,0.34787472035794176,0.037751800090138996,-0.0005908315258103499,0.03716096856432865,24,149,medium,higher_in_label1(disease)
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),0.023190366615043964,0.006604199751979675,0.34619686800894844,0.0052910891532832365,-0.005286559567728151,4.5295855550859205e-06,24,149,medium,higher_in_label1(disease)
Erythropoietin activates Phosphoinositide-3-kinase (PI3K),0.023190366615043964,0.006781517130247844,0.34507829977628646,0.0005213175291265673,-0.0001361693055224,0.00038514822360416733,24,149,medium,higher_in_label1(disease)
Activation of RAC1,0.023190366615043964,0.006781517130247844,-0.34507829977628635,-0.00025278077935943325,0.00027744664232175003,2.4665862962316764e-05,24,149,medium,higher_in_label0(control)
NEP/NS2 Interacts with the Cellular Export Machinery,0.023190366615043964,0.006781517130247844,-0.34507829977628635,-0.00013205735700504902,-0.00013347164589667924,-0.00026552900290172825,24,149,medium,higher_in_label0(control)
Signaling by FGFR1,0.023600600595621066,0.006963101481214569,0.34395973154362425,0.0016103797721998602,-0.00021942619683305002,0.00139095357536681,24,149,medium,higher_in_label1(disease)
Signaling by SCF-KIT,0.02632431997037214,0.007835437275776564,0.3389261744966443,0.0461604882108817,-0.0464180311975476,-0.0002575429866659,24,149,medium,higher_in_label1(disease)
MAP2K and MAPK activation,0.027133925768018406,0.008147262306324064,-0.337248322147651,-0.013981186695999681,0.013880095408296201,-0.00010109128770347979,24,149,medium,higher_in_label0(control)
P2Y receptors,0.027370654336280192,0.008361270384712226,-0.3361297539149888,-0.000377980102101525,0.000252413643640425,-0.0001255664584611,24,149,medium,higher_in_label0(control)
Adenylate cyclase activating pathway,0.027370654336280192,0.008361270384712226,0.3361297539149888,0.003890547179545,-0.0038987150818953252,-8.167902350325336e-06,24,149,medium,higher_in_label1(disease)
Signaling by GSK3beta mutants,0.027492092831980203,0.008470148705414265,-0.3355704697986577,-8.578709335288405e-05,4.604084264182294e-05,-3.9746250711061106e-05,24,149,medium,higher_in_label0(control)
Hh mutants are degraded by ERAD,0.02833694963676954,0.008804430827090275,-0.3338926174496645,-0.00015123123234645733,3.7885582985057345e-05,-0.0001133456493614,24,149,medium,higher_in_label0(control)
Integrin signaling,0.030737906681555082,0.009630675722680443,-0.32997762863534674,-9.682218890689698e-05,-7.751210231659091e-07,-9.759730993006289e-05,24,149,small,higher_in_label0(control)
G beta:gamma signalling through CDC42,0.03087482989540038,0.009754189079225708,0.32941834451901575,0.038510868245897376,-0.04189327060821457,-0.0033824023623172,24,149,small,higher_in_label1(disease)
p75 NTR receptor-mediated signalling,0.0326277626120849,0.010393177646669341,-0.3266219239373602,-0.0010210605438788056,0.00108132827090085,6.02677270220444e-05,24,149,small,higher_in_label0(control)
NGF-stimulated transcription,0.03277407822126595,0.01052535671335695,-0.3260626398210291,-0.0028916216936261674,0.0029403124112632,4.8690717637032776e-05,24,149,small,higher_in_label0(control)
RAF activation,0.03334017741372932,0.01079420887546328,0.3249440715883669,0.0014942625094151846,-0.0014334300792674,6.083243014778472e-05,24,149,small,higher_in_label1(disease)
VEGFA-VEGFR2 Pathway,0.03391587153070241,0.011069148671900265,-0.3238255033557047,-0.0010093158338248857,0.00096068739827795,-4.862843554693573e-05,24,149,small,higher_in_label0(control)
Cell recruitment (pro-inflammatory response),0.03718179845690766,0.01223213212942654,0.31935123042505587,0.00061174744665515,-0.00022323015436285,0.00038851729229229996,24,149,small,higher_in_label1(disease)
Class C/3 (Metabotropic glutamate/pheromone receptors),0.03828615191472226,0.012695408076161168,0.31767337807606255,0.04998845373968079,-2.4520047756138517e-05,0.04996393369192465,24,149,small,higher_in_label1(disease)
SHC-mediated cascade:FGFR4,0.0395981550331471,0.013337237596020825,0.31543624161073835,0.00047676955727182573,-0.00054359314749875,-6.68235902269242e-05,24,149,small,higher_in_label1(disease)
Signaling by ERBB2,0.0395981550331471,0.013337237596020825,-0.31543624161073824,-0.0003001964019155254,0.000314773968543075,1.4577566627549615e-05,24,149,small,higher_in_label0(control)
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),0.03977929282322574,0.01350210983555965,-0.31487695749440714,-8.981824757974997e-05,0.00030966353448049996,0.00021984528690075,24,149,small,higher_in_label0(control)
Leishmania parasite growth and survival,0.04247991605916458,0.014529684082899634,-0.3115212527964206,-0.0002342039416633132,0.0002525099823549,1.8306040691586782e-05,24,149,small,higher_in_label0(control)
Activation of SMO,0.042674010456120015,0.01470749185432857,0.3109619686800895,0.003023357409604992,-0.003014656474225075,8.700935379916675e-06,24,149,small,higher_in_label1(disease)
Maturation of hRSV A proteins,0.04609458658413794,0.01600673633339516,0.3070469798657718,0.0469582409127361,-0.047013731053120275,-5.5490140384171734e-05,24,149,small,higher_in_label1(disease)
Signaling by Activin,0.04857680618163135,0.016995540543965015,0.30425055928411626,0.00022838494603097268,-8.846189657772685e-06,0.0002195387563732,24,149,small,higher_in_label1(disease)
PKA-mediated phosphorylation of CREB,0.04983131433101533,0.017614212175226032,-0.30257270693512306,-0.000993854654126625,0.000717044370701675,-0.00027681028342495,24,149,small,higher_in_label0(control)
RHO GTPases activate CIT,0.04983131433101533,0.01782477823328747,-0.30201342281879195,-0.03619256188116925,0.03601330850651225,-0.000179253374657,24,149,small,higher_in_label0(control)
IRS-mediated signalling,0.04983131433101533,0.01782477823328747,0.30201342281879184,0.015499559681386705,-0.0154279018355339,7.165784585280483e-05,24,149,small,higher_in_label1(disease)
