Pathway,q_value,p_value,cliffs_delta,delta_median(label1 - label0),median_label0,median_label1,n_label0,n_label1,effect_size_magnitude,direction
Regulation of RAS by GAPs,0.0030864140168265584,0.00015311192250575616,0.7222222222222223,0.14905071690823335,-0.1478427863186231,0.00120793058961025,18,20,large,higher_in_label1(disease)
Diseases associated with the TLR signaling cascade,0.0030864140168265584,0.00015311192250575616,0.7222222222222223,0.01788664462557545,-0.017575904766557925,0.000310739859017525,18,20,large,higher_in_label1(disease)
TGFBR3 expression,0.003703441150253501,0.00019339118278086166,-0.7111111111111111,-0.027946507524802124,0.000408222632718125,-0.027538284892084,18,20,large,higher_in_label0(control)
Defective CFTR causes cystic fibrosis,0.004238700588469945,0.00024347627401132845,0.7,0.20128211002793445,-0.0040366865847508504,0.1972454234431836,18,20,large,higher_in_label1(disease)
FRS-mediated FGFR4 signaling,0.004238700588469945,0.00024347627401132845,-0.7,-0.003550259734051325,0.000199983436896025,-0.0033502762971553,18,20,large,higher_in_label0(control)
Abortive elongation of HIV-1 transcript in the absence of Tat,0.004543706402493536,0.00027285965341344995,0.6944444444444444,0.022987880258299224,-0.0003971307580986,0.022590749500200624,18,20,large,higher_in_label1(disease)
Vif-mediated degradation of APOBEC3G,0.0065406194041773115,0.0004269333814737149,0.6722222222222223,0.04584764467222635,-0.045056874713485504,0.0007907699587408499,18,20,large,higher_in_label1(disease)
Insulin receptor recycling,0.0065406194041773115,0.0004269333814737149,-0.6722222222222223,-0.010624202090082475,0.0103032587781845,-0.000320943311897975,18,20,large,higher_in_label0(control)
Signalling to RAS,0.0070196341201664075,0.00047652868700868566,-0.6666666666666667,-0.014524355829670049,0.014376419918993098,-0.00014793591067695,18,20,large,higher_in_label0(control)
SARS-CoV-1-host interactions,0.007538813412578266,0.0005314568202078674,0.6611111111111112,0.2767684446308603,-0.2738292576060053,0.0029391870248550002,18,20,large,higher_in_label1(disease)
Signaling by TGFBR3,0.007821642297548913,0.0005922392340180639,-0.6555555555555556,-0.047222232359389625,0.046903959771587775,-0.00031827258780185003,18,20,large,higher_in_label0(control)
Impaired BRCA2 binding to RAD51,0.007821642297548913,0.0005922392340180639,0.6555555555555554,0.022424377862465365,-2.009238882256268e-05,0.0224042854736428,18,20,large,higher_in_label1(disease)
Late SARS-CoV-2 Infection Events,0.01156642972578793,0.0009059866625943548,-0.6333333333333333,-0.0968313785460645,0.0018258714441489999,-0.09500550710191549,18,20,large,higher_in_label0(control)
Hedgehog 'on' state,0.013777796606564438,0.0011151741378681399,0.6222222222222222,0.15556753740478457,-0.002384182335285725,0.15318335506949884,18,20,large,higher_in_label1(disease)
Aberrant regulation of mitotic exit in cancer due to RB1 defects,0.014790404945418523,0.0012357518492255685,-0.6166666666666667,-0.01461227587863381,0.014524940476108274,-8.73354025255355e-05,18,20,large,higher_in_label0(control)
Signalling to ERKs,0.015880243845186662,0.0013682716629012006,0.6111111111111112,0.121714284889001,-0.1205567407003259,0.0011575441886751,18,20,large,higher_in_label1(disease)
Signaling by Erythropoietin,0.01705242066272383,0.0015137919126177813,0.6055555555555556,0.0723841271754476,-0.000382788184874475,0.07200133899057312,18,20,large,higher_in_label1(disease)
GLI3 is processed to GLI3R by the proteasome,0.018312340209380686,0.001673451455165337,-0.6,-0.029528316952349396,6.759100411519744e-05,-0.0294607259482342,18,20,large,higher_in_label0(control)
Purinergic signaling in leishmaniasis infection,0.018630676911288176,0.001848474471616059,0.5944444444444446,0.02401534207042327,-0.024038843047850103,-2.350097742683367e-05,18,20,large,higher_in_label1(disease)
p130Cas linkage to MAPK signaling for integrins,0.018630676911288176,0.001848474471616059,0.5944444444444446,0.048186794120318115,-0.048027929519991144,0.00015886460032697033,18,20,large,higher_in_label1(disease)
SARS-CoV-2 modulates autophagy,0.018630676911288176,0.001848474471616059,-0.5944444444444444,-0.0042910616311174245,0.0002487363652057,-0.004042325265911724,18,20,large,higher_in_label0(control)
Signaling by FGFR1 in disease,0.01953467973713746,0.0020401754294660534,0.5888888888888888,0.018718760012608974,-0.018505161770690875,0.00021359824191809998,18,20,large,higher_in_label1(disease)
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",0.01953467973713746,0.0020401754294660534,0.5888888888888888,0.037047654850536633,-0.03696238111250873,8.527373802790785e-05,18,20,large,higher_in_label1(disease)
Asymmetric localization of PCP proteins,0.023160769612437047,0.0024793513162138874,-0.5777777777777777,-0.0121198431773152,0.012000245371865,-0.00011959780545020001,18,20,large,higher_in_label0(control)
IGF1R signaling cascade,0.024894574881892333,0.00272995338130412,0.5722222222222222,0.050849844972015126,-0.05054263906449403,0.0003072059075211,18,20,large,higher_in_label1(disease)
Hh mutants abrogate ligand secretion,0.026144089943867025,0.0030034985836296323,-0.5666666666666667,-0.0002780890120649178,-3.968614122882252e-06,-0.0002820576261878,18,20,large,higher_in_label0(control)
Activated point mutants of FGFR2,0.026144089943867025,0.0030034985836296323,-0.5666666666666667,-0.046544766318940674,0.046423976228435596,-0.00012079009050507499,18,20,large,higher_in_label0(control)
Neurotoxicity of clostridium toxins,0.02810226189812392,0.003301832337899677,0.5611111111111111,0.028403473940128574,-0.00032615153654920004,0.028077322403579373,18,20,large,higher_in_label1(disease)
SARS-CoV-2 activates/modulates innate and adaptive immune responses,0.02955556416857828,0.0036269230180761857,0.5555555555555556,0.024156783696394474,-0.0005041667845270749,0.0236526169118674,18,20,large,higher_in_label1(disease)
HCMV Late Events,0.02955556416857828,0.0036269230180761857,0.5555555555555556,0.043004869878836276,-0.04207003870295482,0.00093483117588145,18,20,large,higher_in_label1(disease)
InlB-mediated entry of Listeria monocytogenes into host cell,0.031115762379807836,0.003980867771829201,0.55,0.11478717028464754,-0.00084354628991535,0.11394362399473218,18,20,large,higher_in_label1(disease)
Nuclear events stimulated by ALK signaling in cancer,0.031115762379807836,0.003980867771829201,-0.55,-0.015059470621011324,7.376674466737374e-05,-0.01498570387634395,18,20,large,higher_in_label0(control)
G beta:gamma signalling through PI3Kgamma,0.03344278172059556,0.004365898396944591,-0.5444444444444445,-0.0689065983137003,0.06874077303709965,-0.00016582527660065,18,20,large,higher_in_label0(control)
PCP/CE pathway,0.035929810200052,0.004784387259014758,0.538888888888889,0.0755129156363781,-0.07497522803617095,0.0005376876002071501,18,20,large,higher_in_label1(disease)
Signaling by MET,0.04142157723309035,0.005731967606667855,0.5277777777777777,0.0689322007979796,-0.0004636888884801,0.0684685119094995,18,20,large,higher_in_label1(disease)
Disorders of Nervous System Development,0.04142157723309035,0.005731967606667855,0.5277777777777777,0.012313700878339974,-0.0004957408377251,0.011817960040614875,18,20,large,higher_in_label1(disease)
Pre-NOTCH Processing in Golgi,0.044446157253330974,0.006266560030495752,0.5222222222222221,0.0044945111832707255,-0.00024410877479157502,0.00425040240847915,18,20,large,higher_in_label1(disease)
