Pathway,q_value,p_value,cliffs_delta,delta_median(label1 - label0),median_label0,median_label1,n_label0,n_label1,effect_size_magnitude,direction
PI3K Cascade,0.014429208528549859,0.0017706861640779201,0.477801268498943,0.08441214936359835,-0.08404203918842165,0.0003701101751767,22,43,large,higher_in_label1(disease)
"Cell death signalling via NRAGE, NRIF and NADE",0.014507085635776849,0.001855997901182939,0.4756871035940804,0.0352818446366218,-0.00077619428291,0.034505650353711795,22,43,large,higher_in_label1(disease)
Bacterial Infection Pathways,0.014507085635776849,0.001855997901182939,-0.4756871035940803,-0.06961129715549555,0.00051625909774595,-0.0690950380577496,22,43,large,higher_in_label0(control)
ERK/MAPK targets,0.016354860846985616,0.0021350993272827175,-0.4693446088794926,-0.007795803671723204,6.055514526210488e-05,-0.0077352485264611,22,43,medium,higher_in_label0(control)
RND2 GTPase cycle,0.016610956092753613,0.0022363651382342202,-0.46723044397463,-0.09283731895064297,0.09284285576711945,5.5368164764807e-06,22,43,medium,higher_in_label0(control)
PCP/CE pathway,0.016610956092753613,0.00234201469715064,-0.4651162790697675,-0.027659201379081375,0.000336098431698325,-0.02732310294738305,22,43,medium,higher_in_label0(control)
Signaling by Ligand-Responsive EGFR Variants in Cancer,0.016610956092753613,0.00234201469715064,-0.4651162790697675,-0.026281017875867802,0.0261106898160093,-0.00017032805985850002,22,43,medium,higher_in_label0(control)
TGFBR3 expression,0.016610956092753613,0.00234201469715064,-0.4651162790697675,-0.0004234616369879558,0.0004237161981201,2.5456113214423494e-07,22,43,medium,higher_in_label0(control)
Neurotoxicity of clostridium toxins,0.017876663496335314,0.002567144888507682,0.4608879492600422,0.01461483654227134,-6.479539955393981e-05,0.0145500411427174,22,43,medium,higher_in_label1(disease)
MET promotes cell motility,0.01976894002846159,0.002942113790136581,-0.4545454545454546,-0.0367902240964507,0.00035274957425805004,-0.03643747452219265,22,43,medium,higher_in_label0(control)
SARS-CoV-1 activates/modulates innate immune responses,0.01976894002846159,0.002942113790136581,0.4545454545454546,0.06425457239466205,-0.06417916526268534,7.540713197670061e-05,22,43,medium,higher_in_label1(disease)
Ca2+ pathway,0.020324110009151998,0.0030778025601326787,-0.452431289640592,-0.02731262996483847,0.000309691008028025,-0.027002938956810447,22,43,medium,higher_in_label0(control)
Respiratory Syncytial Virus Infection Pathway,0.021853334692106485,0.0033664405922566123,-0.4482029598308668,-0.02271074215934555,0.02225825865339275,-0.0004524835059528,22,43,medium,higher_in_label0(control)
NOTCH2 Activation and Transmission of Signal to the Nucleus,0.024548976134792507,0.0038457926059727167,0.44186046511627897,0.05594806110016817,-0.002102649750723975,0.0538454113494442,22,43,medium,higher_in_label1(disease)
Signaling by FGFR3,0.024826183539502094,0.0040188599985616965,0.4397463002114166,0.022269421331749473,-0.022053530961100624,0.00021589037064884999,22,43,medium,higher_in_label1(disease)
RND3 GTPase cycle,0.024826183539502094,0.0040188599985616965,0.4397463002114166,0.0166111802946179,-0.00015461662887045002,0.01645656366574745,22,43,medium,higher_in_label1(disease)
RHOU GTPase cycle,0.026249680329509247,0.004386369558978046,-0.4355179704016914,-0.0012570786489380043,0.0012044574229126749,-5.2621226025329316e-05,22,43,medium,higher_in_label0(control)
NS1 Mediated Effects on Host Pathways,0.026249680329509247,0.004386369558978046,0.4355179704016914,0.01938776335131115,-0.01928754585576345,0.0001002174955477,22,43,medium,higher_in_label1(disease)
Tat-mediated HIV elongation arrest and recovery,0.026994546743892695,0.004581319943480483,0.4334038054968288,0.07347481183355212,-0.07311935332411301,0.0003554585094391,22,43,medium,higher_in_label1(disease)
Deactivation of the beta-catenin transactivating complex,0.02776219111453515,0.0047840851528963965,-0.4312896405919662,-0.031737860796946606,0.0317523607045607,1.4499907614096152e-05,22,43,medium,higher_in_label0(control)
RNA Polymerase II HIV Promoter Escape,0.02936798213453604,0.005214158707959401,-0.42706131078224097,-0.0016426353954257,0.0004292333542838,-0.0012134020411419,22,43,medium,higher_in_label0(control)
FGFR1 mutant receptor activation,0.02936798213453604,0.005214158707959401,0.42706131078224097,0.05038044211876559,-0.050108457469920195,0.0002719846488454,22,43,medium,higher_in_label1(disease)
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",0.03288777800139921,0.005924952172575836,-0.42071881606765327,-0.01789718742736305,0.00035324913425045,-0.0175439382931126,22,43,medium,higher_in_label0(control)
NEP/NS2 Interacts with the Cellular Export Machinery,0.03334046594860029,0.0061806085701060585,-0.41860465116279066,-0.0003879337452747588,0.00010709768116220876,-0.00028083606411255003,22,43,medium,higher_in_label0(control)
SLC transporter disorders,0.03334046594860029,0.0061806085701060585,-0.41860465116279066,-0.01333886271303455,0.00028541894453630004,-0.013053443768498249,22,43,medium,higher_in_label0(control)
RHOJ GTPase cycle,0.03382024192417614,0.006446155771448716,0.41649048625792817,0.0650743749256085,-0.0013294744765857,0.0637449004490228,22,43,medium,higher_in_label1(disease)
Disorders of Developmental Biology,0.03382024192417614,0.006446155771448716,0.41649048625792817,0.01640741699723075,-0.00049544047119785,0.0159119765260329,22,43,medium,higher_in_label1(disease)
Eicosanoid ligand-binding receptors,0.03627242834287326,0.007008249862591701,0.41226215644820297,0.05311151107409268,-0.052936820376516175,0.0001746906975765,22,43,medium,higher_in_label1(disease)
RND1 GTPase cycle,0.03888204072511152,0.007613976643298601,0.40803382663847776,0.08184077952017839,-0.08132082183056019,0.0005199576896181999,22,43,medium,higher_in_label1(disease)
RHOC GTPase cycle,0.04519408680587923,0.008968017225187523,0.39957716701902757,0.026637195112484004,-0.026461766779404202,0.0001754283330798,22,43,medium,higher_in_label1(disease)
Regulation of PTEN gene transcription,0.049065820567913636,0.010120626174582708,0.39323467230443976,0.013823511953404075,-0.000164815282063075,0.013658696671341,22,43,medium,higher_in_label1(disease)
Signaling by EGFR in Cancer,0.049065820567913636,0.010120626174582708,0.39323467230443976,0.0006550431333570854,-0.000593331421339875,6.171171201721035e-05,22,43,medium,higher_in_label1(disease)
Signaling by AXIN mutants,0.049065820567913636,0.010120626174582708,0.39323467230443976,0.04237254319334514,-4.987841995753413e-05,0.0423226647733876,22,43,medium,higher_in_label1(disease)
Signaling by SCF-KIT,0.04919753054853547,0.010533152754516733,0.39112050739957716,0.04061916818075865,-0.0407711369570421,-0.00015196877628345,22,43,medium,higher_in_label1(disease)
Activation of SMO,0.04919753054853547,0.010533152754516733,0.39112050739957716,0.00028241828707217906,-0.00029512554202759997,-1.2707254955420905e-05,22,43,medium,higher_in_label1(disease)
Signaling by EGFRvIII in Cancer,0.04919753054853547,0.010533152754516733,0.39112050739957716,0.0101761235555824,-9.259149408999873e-05,0.0100835320614924,22,43,medium,higher_in_label1(disease)
Signaling by NOTCH1 PEST Domain Mutants in Cancer,0.04997497927975946,0.010960569868145678,-0.38900634249471455,-0.0072290410627743,0.00673161583120845,-0.00049742523156585,22,43,medium,higher_in_label0(control)
RHO GTPases Activate ROCKs,0.04997497927975946,0.010960569868145678,0.38900634249471455,0.036251731607510426,-0.03636718239307583,-0.0001154507855654,22,43,medium,higher_in_label1(disease)
