Pathway,q_value,p_value,cliffs_delta,delta_median(label1 - label0),median_label0,median_label1,n_label0,n_label1,effect_size_magnitude,direction
RHOJ GTPase cycle,0.022973483275360144,0.0040188599985616965,0.4397463002114166,0.04613701057394293,-0.005900494448991125,0.0402365161249518,22,43,medium,higher_in_label1(disease)
Signaling by Insulin receptor,0.022973483275360144,0.0040188599985616965,0.4397463002114166,0.0024081915418238753,-0.00024838936437267505,0.0021598021774512,22,43,medium,higher_in_label1(disease)
Interactions of Vpr with host cellular proteins,0.024705581486596937,0.004386369558978046,0.4355179704016914,0.03077258615713112,-0.0023919312820444754,0.028380654875086647,22,43,medium,higher_in_label1(disease)
Downregulation of ERBB2 signaling,0.0247133174415919,0.004581319943480483,0.4334038054968288,0.009555561718665825,-0.0007221335756411251,0.0088334281430247,22,43,medium,higher_in_label1(disease)
Hh mutants are degraded by ERAD,0.0247133174415919,0.004581319943480483,-0.4334038054968288,-0.005000713843235801,0.0050218247224048,2.1110879168999598e-05,22,43,medium,higher_in_label0(control)
Viral Messenger RNA Synthesis,0.0247133174415919,0.004581319943480483,0.4334038054968288,0.0023165477281013504,-0.0033392013355295503,-0.0010226536074282,22,43,medium,higher_in_label1(disease)
CTNNB1 S37 mutants aren't phosphorylated,0.02773642757150626,0.005214158707959401,0.42706131078224097,0.0164004904638176,-0.00243892613527745,0.01396156432854015,22,43,medium,higher_in_label1(disease)
PKA activation,0.031085707973925278,0.005924952172575836,-0.42071881606765327,-0.03220405266280505,0.03188945754926385,-0.00031459511354119997,22,43,medium,higher_in_label0(control)
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,0.03336321162790349,0.006446155771448716,0.41649048625792817,0.0768409071195392,-0.07680899830389018,3.1908815649024416e-05,22,43,medium,higher_in_label1(disease)
Potential therapeutics for SARS,0.03432662228991743,0.006721923424918557,0.41437632135306557,0.052337003537651895,-0.0523977394731336,-6.073593548170216e-05,22,43,medium,higher_in_label1(disease)
Impaired BRCA2 binding to RAD51,0.03633765838903566,0.0073054822348713995,0.41014799154334036,0.07050714352208452,-0.004238847266764975,0.06626829625531955,22,43,medium,higher_in_label1(disease)
Frs2-mediated activation,0.03633765838903566,0.0073054822348713995,-0.41014799154334036,-0.04709379778629215,0.046667938692993446,-0.0004258590932987,22,43,medium,higher_in_label0(control)
CaM pathway,0.040589267174979876,0.008266221513442376,0.40380549682875255,0.009739370160646774,-6.298165301607349e-05,0.0096763885076307,22,43,medium,higher_in_label1(disease)
Defective homologous recombination repair (HRR) due to BRCA1 loss of function,0.04174569150073036,0.008610730100672842,0.40169133192389017,0.01733848775515484,-0.017311944449085303,2.6543306069536743e-05,22,43,medium,higher_in_label1(disease)
Signaling by AXIN mutants,0.04293438246558527,0.008968017225187523,0.39957716701902757,0.02787651188031545,-0.00084036806256255,0.0270361438177529,22,43,medium,higher_in_label1(disease)
Peptide ligand-binding receptors,0.04415604948281423,0.009338485660856273,-0.39746300211416485,-0.010013549057731701,0.0098542274048638,-0.0001593216528679,22,43,medium,higher_in_label0(control)
Disorders of transmembrane transporters,0.04541141266506968,0.00972254788129429,0.39534883720930236,0.24937587503950545,-0.24863277734250194,0.0007430976970035,22,43,medium,higher_in_label1(disease)
Signalling to RAS,0.046701202709219,0.010120626174582708,0.39323467230443976,0.010267132635564625,-0.0020589640979176253,0.008208168537647,22,43,medium,higher_in_label1(disease)
G beta:gamma signalling through PI3Kgamma,0.04997497927975946,0.010960569868145678,-0.38900634249471455,-0.052717721843948004,0.0521912843523193,-0.0005264374916287,22,43,medium,higher_in_label0(control)
